,G,HR,IP,CG,L,SV,R,SO,ERA,W,H,ShO,TBB,ER,LABEL
0,90.0,8.0,224.1,3.0,8.0,1.0,138.0,101.0,4.7,10.0,222.0,1.0,127.0,117.0,0
0,31.0,11.0,38.1,0.0,3.0,1.0,34.0,38.0,7.56,0.0,47.0,1.0,9.0,32.0,0
0,10.0,2.0,22.2,0.0,1.0,0.0,27.0,19.0,10.95,0.0,26.0,0.0,27.0,27.0,0
0,49.0,8.0,43.0,0.0,3.0,0.0,30.0,39.0,5.02,1.0,57.0,0.0,26.0,24.0,0
0,39.0,2.0,137.2,6.0,6.0,1.0,75.0,43.0,3.94,5.0,162.0,1.0,29.0,60.0,0
0,17.0,7.0,34.1,0.0,2.0,0.0,22.0,26.0,4.49,1.0,37.0,0.0,17.0,17.0,0
0,266.0,81.0,702.0,17.0,33.0,58.0,318.0,454.0,3.6,43.0,606.0,58.0,335.0,281.0,0
0,1.0,3.0,2.2,0.0,0.0,0.0,4.0,1.0,16.36,0.0,5.0,0.0,4.0,4.0,0
0,96.0,50.0,396.2,9.0,27.0,0.0,218.0,220.0,4.45,14.0,398.0,0.0,177.0,196.0,0
0,97.0,48.0,396.2,0.0,18.0,0.0,213.0,326.0,4.66,26.0,394.0,0.0,150.0,205.0,0
0,201.0,108.0,1107.1,36.0,64.0,4.0,490.0,771.0,3.59,68.0,1050.0,4.0,401.0,441.0,0
0,34.0,16.0,114.0,1.0,5.0,0.0,65.0,53.0,4.5,3.0,123.0,0.0,48.0,57.0,0
0,777.0,84.0,917.0,0.0,34.0,377.0,317.0,967.0,2.89,62.0,685.0,377.0,340.0,294.0,0
0,2.0,2.0,11.2,0.0,2.0,0.0,9.0,8.0,7.23,0.0,12.0,0.0,8.0,9.0,0
0,130.0,24.0,160.2,0.0,5.0,5.0,86.0,119.0,4.55,5.0,137.0,5.0,77.0,81.0,0
0,361.0,214.0,2055.1,32.0,126.0,2.0,1206.0,1113.0,4.72,116.0,2313.0,2.0,690.0,1078.0,0
0,130.0,32.0,212.1,0.0,9.0,17.0,97.0,151.0,3.65,7.0,191.0,17.0,70.0,86.0,0
0,181.0,34.0,1010.1,66.0,83.0,0.0,584.0,282.0,3.94,42.0,1174.0,0.0,346.0,442.0,0
0,52.0,5.0,112.1,1.0,7.0,2.0,57.0,64.0,3.93,5.0,89.0,2.0,80.0,49.0,0
0,392.0,250.0,1890.1,20.0,92.0,3.0,948.0,1415.0,4.24,124.0,1887.0,3.0,594.0,891.0,0
0,113.0,13.0,124.0,0.0,4.0,0.0,74.0,93.0,5.08,5.0,161.0,0.0,51.0,70.0,0
0,12.0,5.0,54.2,0.0,6.0,0.0,45.0,31.0,7.14,1.0,63.0,0.0,32.0,43.0,0
0,66.0,23.0,162.2,2.0,6.0,3.0,81.0,81.0,4.05,6.0,170.0,3.0,57.0,73.0,0
0,451.0,107.0,2707.2,181.0,120.0,14.0,1164.0,844.0,3.2,184.0,2715.0,14.0,640.0,964.0,0
0,75.0,22.0,148.2,0.0,8.0,1.0,86.0,81.0,4.8,4.0,135.0,1.0,87.0,79.0,0
0,12.0,4.0,74.0,0.0,3.0,0.0,30.0,46.0,3.28,5.0,67.0,0.0,15.0,27.0,0
0,6.0,2.0,12.2,0.0,0.0,0.0,8.0,3.0,5.9,0.0,16.0,0.0,4.0,8.0,0
0,11.0,1.0,20.0,0.0,0.0,0.0,14.0,2.0,5.85,0.0,25.0,0.0,16.0,13.0,0
0,2.0,0.0,9.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,11.0,0.0,4.0,2.0,0
0,3.0,1.0,26.0,3.0,2.0,0.0,21.0,6.0,4.5,1.0,26.0,0.0,8.0,13.0,0
0,14.0,4.0,42.0,1.0,2.0,0.0,18.0,15.0,3.0,2.0,42.0,0.0,13.0,14.0,0
0,64.0,3.0,432.0,36.0,25.0,0.0,172.0,204.0,2.63,29.0,391.0,0.0,159.0,126.0,1
0,13.0,1.0,29.0,0.0,3.0,0.0,22.0,17.0,5.9,1.0,43.0,0.0,11.0,19.0,0
0,6.0,2.0,12.1,0.0,0.0,0.0,11.0,7.0,5.21,0.0,12.0,0.0,11.0,7.0,0
0,3.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,11.25,0.0,2.0,1.0,9.0,5.0,0
0,129.0,36.0,318.2,6.0,17.0,2.0,187.0,177.0,4.89,14.0,343.0,2.0,163.0,173.0,0
0,35.0,18.0,120.2,0.0,10.0,0.0,76.0,71.0,5.32,4.0,112.0,0.0,59.0,71.0,0
0,399.0,38.0,386.2,0.0,11.0,8.0,113.0,356.0,2.42,25.0,292.0,8.0,98.0,104.0,0
0,21.0,4.0,87.1,3.0,9.0,2.0,50.0,8.0,4.55,3.0,105.0,2.0,21.0,44.0,0
0,257.0,78.0,751.0,13.0,55.0,10.0,382.0,377.0,4.07,39.0,780.0,10.0,260.0,340.0,0
0,11.0,4.0,19.2,0.0,1.0,0.0,12.0,16.0,4.69,0.0,22.0,0.0,10.0,10.0,0
0,401.0,20.0,345.2,0.0,11.0,1.0,129.0,267.0,2.97,21.0,311.0,1.0,119.0,114.0,0
0,2.0,0.0,12.2,0.0,1.0,0.0,3.0,4.0,2.21,1.0,10.0,0.0,7.0,3.0,0
0,142.0,48.0,440.2,2.0,19.0,3.0,240.0,248.0,4.35,17.0,461.0,3.0,149.0,213.0,0
0,13.0,2.0,25.1,0.0,0.0,0.0,28.0,8.0,9.32,0.0,44.0,0.0,14.0,26.0,0
0,8.0,0.0,68.0,8.0,8.0,0.0,95.0,19.0,9.26,0.0,111.0,0.0,45.0,70.0,0
0,66.0,14.0,355.2,19.0,26.0,0.0,208.0,144.0,4.76,15.0,348.0,0.0,260.0,188.0,0
0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,1.8,0.0,3.0,0.0,4.0,1.0,0
0,27.0,5.0,46.2,0.0,1.0,1.0,38.0,23.0,6.23,1.0,58.0,1.0,24.0,32.0,0
0,74.0,21.0,191.2,0.0,10.0,3.0,135.0,116.0,5.74,4.0,206.0,3.0,133.0,122.0,0
0,5.0,2.0,5.2,0.0,0.0,0.0,7.0,7.0,12.12,0.0,8.0,0.0,1.0,7.0,0
0,18.0,9.0,50.1,0.0,3.0,0.0,37.0,34.0,5.93,4.0,55.0,0.0,23.0,33.0,0
0,248.0,28.0,1410.1,86.0,69.0,17.0,602.0,488.0,3.01,85.0,1393.0,17.0,356.0,472.0,0
0,4.0,0.0,16.1,0.0,0.0,0.0,7.0,3.0,3.91,1.0,23.0,0.0,10.0,7.0,0
0,42.0,7.0,62.0,0.0,1.0,1.0,29.0,34.0,4.06,4.0,63.0,1.0,25.0,28.0,0
0,386.0,181.0,1571.1,4.0,91.0,6.0,823.0,1121.0,4.32,108.0,1612.0,6.0,551.0,754.0,0
0,85.0,9.0,232.1,3.0,9.0,4.0,141.0,147.0,4.96,4.0,254.0,4.0,95.0,128.0,0
0,285.0,42.0,790.0,14.0,49.0,76.0,369.0,519.0,3.53,57.0,727.0,76.0,421.0,310.0,0
0,31.0,4.0,69.1,3.0,3.0,0.0,56.0,15.0,6.25,3.0,86.0,0.0,44.0,48.0,0
0,4.0,1.0,22.0,1.0,3.0,0.0,27.0,11.0,6.95,0.0,34.0,0.0,15.0,17.0,0
0,95.0,15.0,314.2,12.0,16.0,5.0,172.0,100.0,4.04,15.0,372.0,5.0,106.0,141.0,0
0,2.0,0.0,16.0,1.0,0.0,0.0,12.0,6.0,4.5,1.0,21.0,0.0,7.0,8.0,0
0,179.0,29.0,476.0,7.0,31.0,33.0,191.0,288.0,3.29,28.0,429.0,33.0,180.0,174.0,0
0,95.0,12.0,150.0,0.0,1.0,1.0,67.0,101.0,3.36,10.0,144.0,1.0,80.0,56.0,0
0,314.0,66.0,450.0,1.0,18.0,3.0,278.0,331.0,5.24,25.0,496.0,3.0,178.0,262.0,0
0,134.0,44.0,372.0,2.0,20.0,7.0,190.0,270.0,4.43,17.0,348.0,7.0,158.0,183.0,0
0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,99.99,0.0,0.0,0.0,3.0,3.0,0
0,246.0,72.0,839.1,20.0,55.0,12.0,432.0,423.0,4.23,41.0,806.0,12.0,399.0,394.0,0
0,328.0,52.0,505.1,0.0,23.0,10.0,231.0,278.0,3.63,24.0,519.0,10.0,139.0,204.0,0
0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,6.0,0.0,5.0,2.0,0
0,4.0,2.0,34.0,4.0,4.0,0.0,33.0,9.0,3.44,0.0,46.0,0.0,20.0,13.0,0
0,212.0,78.0,1085.0,10.0,59.0,2.0,515.0,748.0,3.78,64.0,1036.0,2.0,434.0,456.0,0
0,558.0,303.0,3948.0,211.0,152.0,4.0,1395.0,2212.0,2.86,268.0,3349.0,4.0,1311.0,1253.0,1
0,106.0,41.0,316.2,2.0,18.0,0.0,196.0,239.0,5.29,5.0,302.0,0.0,202.0,186.0,0
0,63.0,15.0,185.1,1.0,7.0,0.0,101.0,98.0,4.57,13.0,181.0,0.0,94.0,94.0,0
0,41.0,4.0,141.0,5.0,15.0,0.0,104.0,48.0,5.17,6.0,172.0,0.0,83.0,81.0,0
0,36.0,13.0,68.2,0.0,3.0,1.0,47.0,41.0,5.15,1.0,77.0,1.0,36.0,39.0,0
0,270.0,40.0,357.0,0.0,21.0,13.0,190.0,276.0,4.49,18.0,354.0,13.0,188.0,178.0,0
0,85.0,12.0,130.0,0.0,13.0,0.0,90.0,56.0,5.26,7.0,156.0,0.0,60.0,76.0,0
0,3.0,1.0,2.0,0.0,0.0,0.0,5.0,3.0,22.5,0.0,5.0,0.0,4.0,5.0,0
0,88.0,17.0,239.2,8.0,14.0,4.0,171.0,70.0,5.38,9.0,281.0,4.0,138.0,143.0,0
0,51.0,3.0,282.1,13.0,9.0,3.0,121.0,84.0,2.81,13.0,287.0,3.0,91.0,88.0,0
0,599.0,47.0,633.2,0.0,29.0,328.0,186.0,727.0,2.35,35.0,483.0,328.0,159.0,165.0,1
0,149.0,26.0,581.0,18.0,29.0,9.0,266.0,255.0,3.58,26.0,541.0,9.0,319.0,231.0,0
0,2.0,0.0,12.0,1.0,1.0,0.0,16.0,3.0,10.5,0.0,22.0,0.0,6.0,14.0,0
0,520.0,298.0,3186.0,129.0,164.0,4.0,1331.0,1728.0,3.4,209.0,3046.0,4.0,858.0,1203.0,1
0,12.0,2.0,23.0,0.0,4.0,0.0,24.0,13.0,8.22,0.0,37.0,0.0,15.0,21.0,0
0,476.0,230.0,1993.0,10.0,98.0,2.0,1046.0,1715.0,4.36,124.0,1872.0,2.0,910.0,965.0,0
0,42.0,4.0,122.0,2.0,5.0,0.0,56.0,40.0,3.02,4.0,114.0,0.0,46.0,41.0,0
0,74.0,10.0,73.1,0.0,3.0,1.0,37.0,85.0,3.69,2.0,73.0,1.0,24.0,30.0,0
0,57.0,2.0,55.2,0.0,3.0,6.0,16.0,56.0,2.61,3.0,43.0,6.0,19.0,16.0,0
0,729.0,70.0,715.2,0.0,43.0,72.0,328.0,555.0,3.76,46.0,717.0,72.0,190.0,299.0,0
0,34.0,2.0,52.2,0.0,0.0,0.0,35.0,20.0,5.69,0.0,63.0,0.0,26.0,33.0,0
0,841.0,112.0,1255.2,1.0,78.0,21.0,601.0,725.0,3.83,68.0,1442.0,21.0,336.0,534.0,0
0,6.0,3.0,49.0,5.0,2.0,0.0,47.0,16.0,6.24,3.0,63.0,0.0,17.0,34.0,0
0,146.0,68.0,556.2,15.0,40.0,1.0,354.0,328.0,5.1,27.0,567.0,1.0,329.0,315.0,0
0,140.0,36.0,389.2,6.0,17.0,14.0,154.0,306.0,3.14,20.0,336.0,14.0,143.0,136.0,0
0,66.0,70.0,326.1,2.0,30.0,0.0,243.0,237.0,6.15,14.0,364.0,0.0,175.0,223.0,0
0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,5.0,0.0,1.0,2.0,0
0,9.0,2.0,24.0,0.0,0.0,0.0,9.0,4.0,3.38,0.0,20.0,0.0,10.0,9.0,0
0,756.0,103.0,3920.1,243.0,218.0,56.0,1837.0,1329.0,3.29,247.0,4238.0,56.0,860.0,1433.0,1
0,3.0,1.0,17.0,1.0,1.0,0.0,15.0,4.0,4.76,0.0,23.0,0.0,6.0,9.0,0
0,3.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,7.2,0.0,3.0,0.0,3.0,4.0,0
0,94.0,50.0,558.2,0.0,25.0,0.0,249.0,439.0,3.63,25.0,556.0,0.0,155.0,225.0,1
0,22.0,2.0,19.2,0.0,3.0,0.0,12.0,16.0,5.16,2.0,30.0,0.0,20.0,11.0,0
0,1.0,1.0,1.2,0.0,1.0,0.0,7.0,1.0,52.5,0.0,4.0,0.0,5.0,7.0,0
0,14.0,6.0,48.1,0.0,2.0,0.0,33.0,30.0,5.24,3.0,59.0,0.0,26.0,28.0,0
0,674.0,59.0,1043.1,0.0,46.0,244.0,356.0,379.0,2.76,56.0,1064.0,244.0,162.0,320.0,1
0,11.0,5.0,27.0,0.0,4.0,0.0,12.0,16.0,3.67,0.0,30.0,0.0,9.0,11.0,0
0,2.0,0.0,10.0,1.0,1.0,0.0,5.0,10.0,4.5,0.0,9.0,0.0,5.0,5.0,0
0,8.0,0.0,6.1,0.0,0.0,0.0,7.0,2.0,8.85,0.0,8.0,0.0,5.0,6.0,0
0,381.0,65.0,693.2,0.0,43.0,120.0,260.0,745.0,3.13,52.0,532.0,120.0,296.0,241.0,1
0,2.0,0.0,10.0,0.0,0.0,0.0,3.0,1.0,2.7,0.0,6.0,0.0,4.0,3.0,0
0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
0,557.0,33.0,481.2,0.0,25.0,52.0,208.0,358.0,3.44,42.0,461.0,52.0,209.0,184.0,0
0,378.0,326.0,2451.0,37.0,139.0,0.0,1233.0,1467.0,4.22,148.0,2643.0,0.0,445.0,1150.0,1
0,7.0,7.0,8.2,0.0,1.0,0.0,12.0,3.0,13.17,0.0,15.0,0.0,4.0,12.0,0
0,2.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,6.75,0.0,3.0,0.0,4.0,3.0,0
0,396.0,191.0,2151.2,133.0,154.0,16.0,993.0,806.0,3.6,119.0,2257.0,16.0,449.0,860.0,1
0,45.0,6.0,72.1,0.0,3.0,1.0,35.0,38.0,4.12,1.0,81.0,1.0,25.0,33.0,0
0,283.0,38.0,1608.1,93.0,104.0,6.0,694.0,680.0,2.99,77.0,1555.0,6.0,470.0,534.0,0
0,3.0,0.0,18.0,2.0,2.0,0.0,30.0,7.0,6.0,0.0,40.0,0.0,7.0,12.0,0
0,29.0,3.0,46.2,0.0,3.0,1.0,42.0,32.0,8.18,2.0,75.0,1.0,25.0,42.0,0
0,23.0,6.0,76.0,0.0,4.0,0.0,65.0,15.0,7.11,1.0,105.0,0.0,31.0,60.0,0
0,19.0,13.0,95.1,2.0,8.0,0.0,66.0,35.0,5.87,7.0,125.0,0.0,31.0,62.0,0
0,53.0,11.0,64.1,0.0,5.0,0.0,42.0,66.0,5.48,3.0,74.0,0.0,34.0,39.0,0
0,141.0,53.0,669.2,10.0,35.0,2.0,383.0,300.0,4.51,43.0,738.0,2.0,287.0,335.0,0
0,55.0,14.0,115.1,0.0,4.0,2.0,65.0,76.0,4.61,3.0,128.0,2.0,46.0,59.0,0
0,14.0,3.0,19.0,0.0,0.0,0.0,7.0,14.0,3.32,1.0,17.0,0.0,4.0,7.0,0
0,13.0,6.0,24.2,0.0,0.0,0.0,24.0,16.0,8.93,2.0,35.0,0.0,11.0,24.0,0
0,195.0,88.0,761.1,20.0,47.0,5.0,414.0,484.0,4.33,36.0,771.0,5.0,304.0,366.0,0
0,18.0,0.0,85.2,3.0,10.0,0.0,47.0,28.0,4.12,1.0,93.0,0.0,21.0,39.0,0
0,14.0,9.0,38.1,0.0,2.0,0.0,32.0,30.0,7.09,1.0,44.0,0.0,19.0,30.0,0
0,5.0,0.0,12.0,0.0,1.0,0.0,12.0,4.0,8.25,0.0,19.0,0.0,5.0,11.0,0
0,1.0,0.0,3.2,0.0,0.0,0.0,8.0,4.0,16.88,0.0,6.0,0.0,4.0,6.0,0
0,11.0,6.0,57.0,1.0,4.0,0.0,22.0,20.0,3.47,4.0,46.0,0.0,30.0,22.0,0
0,103.0,20.0,109.1,0.0,2.0,2.0,66.0,126.0,5.2,7.0,102.0,2.0,66.0,63.0,0
0,39.0,28.0,160.1,0.0,15.0,0.0,123.0,96.0,6.41,4.0,201.0,0.0,54.0,114.0,0
0,20.0,1.0,21.1,0.0,1.0,0.0,13.0,22.0,5.55,0.0,24.0,0.0,20.0,13.0,0
0,91.0,12.0,114.0,0.0,4.0,0.0,52.0,56.0,3.95,8.0,111.0,0.0,22.0,50.0,0
0,50.0,32.0,213.0,0.0,13.0,0.0,130.0,171.0,5.11,7.0,223.0,0.0,78.0,121.0,0
0,21.0,2.0,30.0,0.0,3.0,0.0,18.0,13.0,5.4,1.0,30.0,0.0,16.0,18.0,0
0,169.0,83.0,688.1,3.0,35.0,0.0,394.0,318.0,4.66,40.0,758.0,0.0,264.0,356.0,0
0,18.0,6.0,24.0,0.0,1.0,0.0,22.0,16.0,7.5,0.0,30.0,0.0,15.0,20.0,0
0,8.0,2.0,10.0,0.0,2.0,0.0,6.0,10.0,5.4,0.0,11.0,0.0,7.0,6.0,0
0,55.0,2.0,46.2,0.0,3.0,3.0,12.0,57.0,1.56,4.0,30.0,3.0,20.0,8.0,0
0,424.0,32.0,434.2,0.0,21.0,9.0,182.0,364.0,3.42,23.0,370.0,9.0,190.0,165.0,0
0,16.0,5.0,39.1,0.0,1.0,0.0,13.0,29.0,2.99,1.0,25.0,0.0,15.0,13.0,0
0,53.0,12.0,55.0,0.0,5.0,1.0,55.0,49.0,7.69,2.0,80.0,1.0,34.0,47.0,0
0,4.0,1.0,3.1,0.0,0.0,0.0,3.0,1.0,8.71,0.0,6.0,0.0,2.0,3.0,0
0,156.0,7.0,163.2,0.0,4.0,0.0,53.0,186.0,2.65,10.0,106.0,0.0,94.0,48.0,0
0,193.0,21.0,250.2,0.0,11.0,1.0,116.0,202.0,3.88,6.0,235.0,1.0,106.0,108.0,0
0,165.0,60.0,509.0,3.0,30.0,2.0,301.0,251.0,5.02,29.0,592.0,2.0,186.0,284.0,0
0,426.0,266.0,2842.0,38.0,122.0,0.0,1259.0,2457.0,3.63,208.0,2665.0,0.0,848.0,1147.0,1
0,50.0,10.0,61.0,0.0,2.0,0.0,35.0,31.0,5.02,3.0,71.0,0.0,18.0,34.0,0
0,399.0,218.0,2562.2,76.0,117.0,1.0,1036.0,1715.0,3.34,167.0,2452.0,1.0,471.0,952.0,1
0,3.0,1.0,4.2,0.0,0.0,0.0,2.0,2.0,4.29,0.0,6.0,0.0,3.0,2.0,0
0,563.0,240.0,2500.1,85.0,131.0,7.0,1206.0,1614.0,3.78,135.0,2456.0,7.0,922.0,1051.0,0
0,39.0,8.0,49.2,0.0,1.0,0.0,26.0,50.0,4.57,0.0,41.0,0.0,30.0,25.0,0
0,42.0,2.0,30.0,0.0,2.0,0.0,12.0,33.0,3.6,1.0,26.0,0.0,16.0,12.0,0
0,7.0,1.0,15.1,0.0,1.0,0.0,11.0,12.0,6.56,1.0,16.0,0.0,6.0,11.0,0
0,115.0,41.0,439.2,13.0,27.0,6.0,209.0,257.0,3.87,20.0,416.0,6.0,130.0,189.0,0
0,4.0,1.0,9.0,0.0,1.0,0.0,6.0,1.0,6.0,0.0,7.0,0.0,9.0,6.0,0
0,6.0,2.0,28.1,0.0,4.0,0.0,15.0,17.0,4.48,2.0,28.0,0.0,17.0,14.0,0
0,43.0,16.0,84.1,0.0,3.0,1.0,58.0,39.0,5.78,2.0,103.0,1.0,31.0,54.0,0
0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,3.0,0.0,0
0,123.0,32.0,283.2,0.0,15.0,5.0,186.0,164.0,5.37,12.0,332.0,5.0,99.0,169.0,0
0,412.0,179.0,2125.2,140.0,116.0,53.0,947.0,910.0,3.49,139.0,2145.0,53.0,619.0,824.0,1
0,2.0,5.0,10.0,0.0,1.0,0.0,12.0,2.0,10.8,0.0,22.0,0.0,0.0,12.0,0
0,338.0,25.0,338.0,0.0,15.0,84.0,99.0,400.0,2.34,21.0,250.0,84.0,108.0,88.0,0
0,252.0,25.0,259.1,0.0,14.0,24.0,104.0,256.0,3.51,11.0,222.0,24.0,85.0,101.0,0
0,47.0,8.0,52.2,0.0,1.0,0.0,31.0,42.0,4.48,1.0,54.0,0.0,24.0,26.0,0
0,13.0,4.0,17.0,0.0,0.0,0.0,16.0,9.0,8.47,1.0,25.0,0.0,14.0,16.0,0
0,32.0,22.0,175.0,1.0,11.0,0.0,78.0,206.0,3.75,10.0,173.0,0.0,55.0,73.0,0
0,168.0,64.0,693.2,7.0,29.0,12.0,227.0,753.0,2.75,46.0,565.0,12.0,176.0,212.0,1
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
0,2.0,1.0,6.0,0.0,0.0,0.0,10.0,0.0,13.5,0.0,15.0,0.0,2.0,9.0,0
0,45.0,25.0,189.1,1.0,10.0,0.0,120.0,141.0,5.62,10.0,203.0,0.0,103.0,118.0,0
0,476.0,68.0,2821.2,189.0,143.0,36.0,1092.0,836.0,2.56,174.0,2729.0,36.0,573.0,804.0,1
0,26.0,3.0,24.0,0.0,1.0,0.0,11.0,22.0,4.13,0.0,22.0,0.0,10.0,11.0,0
0,2.0,0.0,5.0,0.0,0.0,0.0,7.0,5.0,9.0,1.0,7.0,0.0,4.0,5.0,0
0,2.0,1.0,15.1,1.0,1.0,0.0,7.0,6.0,4.17,0.0,17.0,0.0,9.0,7.0,0
0,87.0,21.0,272.2,8.0,9.0,4.0,143.0,85.0,4.0,9.0,302.0,4.0,87.0,121.0,0
0,135.0,42.0,721.1,40.0,50.0,1.0,352.0,247.0,3.69,33.0,723.0,1.0,284.0,296.0,0
0,226.0,83.0,804.2,5.0,49.0,1.0,382.0,755.0,3.84,37.0,741.0,1.0,282.0,343.0,0
0,461.0,48.0,629.0,1.0,38.0,84.0,241.0,489.0,3.03,37.0,562.0,84.0,195.0,212.0,0
0,182.0,26.0,299.1,0.0,21.0,2.0,138.0,176.0,3.73,25.0,312.0,2.0,133.0,124.0,0
0,35.0,17.0,88.1,0.0,2.0,0.0,68.0,72.0,6.84,4.0,117.0,0.0,40.0,67.0,0
0,174.0,40.0,358.2,0.0,15.0,3.0,190.0,176.0,4.42,20.0,390.0,3.0,87.0,176.0,0
0,2.0,1.0,6.0,0.0,0.0,0.0,11.0,1.0,16.5,0.0,10.0,0.0,6.0,11.0,0
0,20.0,5.0,27.0,0.0,2.0,0.0,14.0,24.0,4.33,1.0,26.0,0.0,11.0,13.0,0
0,28.0,18.0,138.2,0.0,10.0,0.0,69.0,86.0,4.17,8.0,156.0,0.0,44.0,64.0,0
0,195.0,36.0,235.0,0.0,7.0,0.0,112.0,204.0,3.75,13.0,209.0,0.0,122.0,98.0,0
0,27.0,4.0,47.0,0.0,4.0,3.0,13.0,36.0,2.3,3.0,28.0,3.0,21.0,12.0,0
0,4.0,1.0,11.2,0.0,1.0,0.0,13.0,4.0,10.45,0.0,16.0,0.0,14.0,13.0,0
0,200.0,97.0,1199.2,8.0,66.0,0.0,525.0,1062.0,3.58,71.0,1135.0,0.0,412.0,477.0,1
0,288.0,33.0,298.2,0.0,11.0,8.0,145.0,214.0,4.1,19.0,292.0,8.0,126.0,136.0,0
0,47.0,4.0,51.1,0.0,3.0,5.0,21.0,53.0,3.7,3.0,30.0,5.0,34.0,21.0,0
0,139.0,16.0,148.1,0.0,5.0,2.0,81.0,119.0,4.31,6.0,131.0,2.0,82.0,71.0,0
0,9.0,1.0,11.2,0.0,1.0,0.0,16.0,0.0,11.25,0.0,16.0,0.0,10.0,14.0,0
0,15.0,6.0,54.1,0.0,1.0,0.0,31.0,40.0,4.49,1.0,59.0,0.0,18.0,27.0,0
0,7.0,0.0,17.2,0.0,1.0,1.0,13.0,9.0,6.8,0.0,22.0,1.0,5.0,13.0,0
0,168.0,29.0,243.1,0.0,12.0,10.0,115.0,221.0,4.0,14.0,226.0,10.0,84.0,108.0,0
0,28.0,2.0,27.1,0.0,1.0,0.0,9.0,23.0,2.99,0.0,23.0,0.0,14.0,9.0,0
0,99.0,17.0,98.2,0.0,6.0,27.0,38.0,88.0,3.39,8.0,81.0,27.0,40.0,37.0,0
0,195.0,96.0,853.2,12.0,56.0,1.0,431.0,449.0,4.12,38.0,844.0,1.0,334.0,391.0,0
0,43.0,26.0,232.2,1.0,19.0,0.0,147.0,129.0,5.31,12.0,275.0,0.0,108.0,137.0,0
0,242.0,58.0,460.0,0.0,25.0,0.0,264.0,337.0,4.79,16.0,459.0,0.0,213.0,245.0,0
0,251.0,18.0,271.1,0.0,14.0,7.0,130.0,146.0,3.92,7.0,289.0,7.0,98.0,118.0,0
0,170.0,37.0,691.2,31.0,28.0,10.0,340.0,294.0,3.97,40.0,758.0,10.0,202.0,305.0,0
0,24.0,17.0,158.2,3.0,6.0,0.0,57.0,165.0,2.84,15.0,137.0,0.0,28.0,50.0,0
0,638.0,448.0,4188.1,143.0,236.0,1.0,1910.0,2773.0,3.66,240.0,4063.0,1.0,1255.0,1704.0,1
0,27.0,13.0,86.1,0.0,10.0,0.0,78.0,68.0,7.63,1.0,97.0,0.0,61.0,73.0,0
0,168.0,18.0,118.0,0.0,3.0,4.0,63.0,115.0,4.58,8.0,109.0,4.0,70.0,60.0,0
0,10.0,1.0,27.0,0.0,2.0,0.0,17.0,9.0,5.33,1.0,34.0,0.0,13.0,16.0,0
0,361.0,260.0,2265.0,26.0,125.0,0.0,1168.0,1482.0,4.35,143.0,2407.0,0.0,554.0,1094.0,1
0,222.0,19.0,189.0,0.0,5.0,0.0,118.0,160.0,5.14,10.0,208.0,0.0,104.0,108.0,0
0,11.0,2.0,28.2,0.0,1.0,0.0,23.0,14.0,7.02,1.0,30.0,0.0,15.0,22.0,0
0,2.0,0.0,9.0,1.0,1.0,0.0,5.0,2.0,5.0,0.0,8.0,0.0,7.0,5.0,0
0,26.0,8.0,137.2,2.0,13.0,0.0,73.0,99.0,4.46,5.0,121.0,0.0,86.0,68.0,0
0,2.0,0.0,2.2,0.0,0.0,0.0,3.0,4.0,4.09,0.0,3.0,0.0,0.0,1.0,0
0,53.0,12.0,61.0,0.0,0.0,1.0,42.0,61.0,5.75,3.0,55.0,1.0,17.0,39.0,0
0,78.0,15.0,67.1,0.0,1.0,0.0,55.0,38.0,6.84,1.0,89.0,0.0,45.0,51.0,0
0,176.0,24.0,282.2,0.0,12.0,52.0,103.0,156.0,2.93,16.0,230.0,52.0,117.0,92.0,0
0,14.0,6.0,46.0,0.0,5.0,0.0,29.0,34.0,5.09,1.0,52.0,0.0,25.0,26.0,0
0,23.0,2.0,41.1,0.0,0.0,1.0,36.0,12.0,5.69,1.0,52.0,1.0,16.0,26.0,0
0,828.0,113.0,1404.1,2.0,82.0,23.0,808.0,842.0,4.46,88.0,1540.0,23.0,563.0,696.0,0
0,20.0,4.0,21.1,0.0,0.0,0.0,21.0,19.0,8.96,0.0,30.0,0.0,9.0,21.0,0
0,3.0,0.0,2.1,0.0,0.0,0.0,3.0,0.0,12.86,0.0,3.0,0.0,4.0,3.0,0
0,1.0,1.0,2.0,0.0,1.0,0.0,5.0,1.0,22.5,0.0,7.0,0.0,2.0,5.0,0
0,2.0,0.0,5.2,0.0,0.0,0.0,7.0,2.0,3.46,0.0,9.0,0.0,3.0,2.0,0
