,G,HR,IP,CG,L,SV,R,SO,ERA,W,H,ShO,TBB,ER,LABEL
0,1.0,0.0,9.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,11.0,0.0,2.0,0.0,0
0,34.0,13.0,163.0,1.0,7.0,0.0,89.0,103.0,4.53,9.0,156.0,0.0,96.0,82.0,0
0,7.0,4.0,8.1,0.0,0.0,0.0,14.0,4.0,15.56,0.0,18.0,0.0,8.0,14.0,0
0,113.0,37.0,376.1,10.0,23.0,8.0,241.0,109.0,5.26,16.0,457.0,8.0,107.0,220.0,0
0,53.0,8.0,164.0,0.0,12.0,5.0,94.0,63.0,4.39,7.0,171.0,5.0,79.0,80.0,0
0,62.0,9.0,239.2,6.0,11.0,2.0,135.0,88.0,4.7,13.0,255.0,2.0,98.0,125.0,0
0,2.0,0.0,13.0,1.0,0.0,0.0,3.0,3.0,0.69,2.0,13.0,0.0,4.0,1.0,0
0,58.0,7.0,126.1,0.0,5.0,1.0,70.0,60.0,4.07,4.0,136.0,1.0,47.0,57.0,0
0,402.0,76.0,643.2,0.0,26.0,187.0,268.0,718.0,3.47,33.0,518.0,187.0,226.0,248.0,0
0,30.0,6.0,36.2,0.0,0.0,1.0,26.0,24.0,4.72,2.0,32.0,1.0,17.0,19.0,0
0,1.0,0.0,2.1,0.0,0.0,0.0,2.0,2.0,8.57,0.0,4.0,0.0,3.0,2.0,0
0,9.0,3.0,8.2,0.0,0.0,0.0,8.0,3.0,7.68,0.0,14.0,0.0,4.0,7.0,0
0,31.0,5.0,73.2,0.0,4.0,2.0,52.0,43.0,5.78,1.0,73.0,2.0,39.0,47.0,0
0,100.0,94.0,542.0,2.0,34.0,0.0,313.0,346.0,4.78,26.0,536.0,0.0,226.0,288.0,0
0,55.0,15.0,118.0,0.0,8.0,4.0,85.0,63.0,5.87,4.0,153.0,4.0,47.0,77.0,0
0,195.0,82.0,970.0,21.0,56.0,2.0,544.0,518.0,4.54,55.0,997.0,2.0,457.0,489.0,0
0,375.0,103.0,2004.0,100.0,118.0,13.0,999.0,851.0,3.97,109.0,2148.0,13.0,735.0,885.0,0
0,9.0,2.0,25.0,0.0,4.0,1.0,18.0,14.0,4.68,0.0,31.0,1.0,15.0,13.0,0
0,91.0,24.0,207.1,0.0,10.0,1.0,144.0,165.0,5.65,10.0,225.0,1.0,123.0,130.0,0
0,218.0,139.0,1310.0,4.0,66.0,0.0,587.0,1247.0,3.7,91.0,1232.0,0.0,479.0,538.0,0
0,242.0,21.0,1277.0,61.0,69.0,10.0,588.0,550.0,3.14,66.0,1210.0,10.0,494.0,445.0,0
0,54.0,20.0,175.1,4.0,11.0,1.0,140.0,68.0,5.96,5.0,227.0,1.0,95.0,116.0,0
0,160.0,19.0,116.0,0.0,3.0,0.0,54.0,69.0,4.11,4.0,129.0,0.0,47.0,53.0,0
0,10.0,3.0,20.2,0.0,1.0,0.0,10.0,11.0,4.01,0.0,19.0,0.0,12.0,9.0,0
0,3.0,0.0,25.0,3.0,2.0,0.0,18.0,17.0,2.88,0.0,21.0,0.0,10.0,8.0,0
0,1.0,0.0,9.0,1.0,1.0,0.0,10.0,2.0,8.0,0.0,10.0,0.0,3.0,8.0,0
0,16.0,2.0,19.2,0.0,0.0,0.0,13.0,7.0,5.63,0.0,25.0,0.0,10.0,12.0,0
0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,1.8,0.0,7.0,0.0,2.0,1.0,0
0,7.0,3.0,9.1,0.0,0.0,0.0,10.0,3.0,9.89,0.0,9.0,0.0,13.0,10.0,0
0,43.0,18.0,100.1,1.0,5.0,0.0,58.0,52.0,4.86,7.0,121.0,0.0,36.0,54.0,0
0,266.0,162.0,1655.0,56.0,83.0,2.0,806.0,853.0,4.01,100.0,1717.0,2.0,436.0,738.0,0
0,4.0,0.0,6.2,0.0,0.0,0.0,5.0,2.0,7.26,0.0,6.0,0.0,10.0,5.0,0
0,348.0,47.0,532.1,0.0,24.0,12.0,254.0,372.0,3.86,26.0,537.0,12.0,186.0,228.0,0
0,9.0,2.0,18.0,0.0,1.0,0.0,9.0,11.0,4.0,0.0,22.0,0.0,8.0,8.0,0
0,306.0,181.0,1283.1,47.0,89.0,17.0,680.0,557.0,4.22,62.0,1297.0,17.0,320.0,601.0,0
0,149.0,26.0,212.0,0.0,10.0,1.0,133.0,128.0,5.09,9.0,226.0,1.0,105.0,120.0,0
0,453.0,240.0,2235.0,99.0,113.0,20.0,1012.0,1575.0,3.63,136.0,2154.0,20.0,601.0,901.0,1
0,261.0,76.0,1466.2,91.0,91.0,13.0,666.0,508.0,3.5,78.0,1414.0,13.0,577.0,571.0,0
0,34.0,13.0,83.0,0.0,7.0,1.0,70.0,69.0,6.4,2.0,86.0,1.0,59.0,59.0,0
0,3.0,0.0,19.0,1.0,1.0,0.0,9.0,5.0,0.95,1.0,13.0,0.0,11.0,2.0,0
0,2.0,2.0,18.0,2.0,2.0,0.0,23.0,5.0,7.0,0.0,24.0,0.0,16.0,14.0,0
0,114.0,13.0,97.0,0.0,1.0,1.0,54.0,101.0,4.73,3.0,76.0,1.0,51.0,51.0,0
0,32.0,2.0,120.1,4.0,7.0,1.0,63.0,47.0,3.07,3.0,108.0,1.0,40.0,41.0,0
0,13.0,0.0,29.2,0.0,2.0,0.0,17.0,9.0,4.32,3.0,43.0,0.0,8.0,14.0,0
0,2.0,0.0,2.2,0.0,1.0,0.0,1.0,2.0,4.09,0.0,4.0,0.0,3.0,1.0,0
0,81.0,8.0,431.2,23.0,33.0,0.0,218.0,214.0,3.09,19.0,414.0,0.0,225.0,148.0,0
0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0
0,17.0,4.0,90.1,0.0,5.0,0.0,33.0,75.0,2.9,8.0,70.0,0.0,35.0,29.0,0
0,243.0,27.0,2029.1,212.0,94.0,0.0,821.0,917.0,2.55,130.0,1916.0,0.0,381.0,574.0,1
0,119.0,15.0,307.1,8.0,15.0,12.0,187.0,103.0,4.16,14.0,330.0,12.0,123.0,142.0,0
0,555.0,165.0,3208.2,209.0,158.0,11.0,1556.0,981.0,3.64,210.0,3460.0,11.0,871.0,1298.0,0
0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,4.0,0.0,3.0,2.0,0
0,262.0,113.0,911.0,2.0,48.0,0.0,531.0,492.0,4.65,56.0,1048.0,0.0,277.0,471.0,0
0,1.0,1.0,8.0,1.0,1.0,0.0,12.0,4.0,7.88,0.0,17.0,0.0,4.0,7.0,0
0,11.0,1.0,54.0,4.0,4.0,0.0,52.0,17.0,5.67,1.0,78.0,0.0,22.0,34.0,0
0,47.0,5.0,98.1,0.0,5.0,0.0,39.0,58.0,3.03,5.0,100.0,0.0,40.0,33.0,0
0,192.0,82.0,1063.0,36.0,66.0,1.0,509.0,707.0,3.62,55.0,1007.0,1.0,334.0,428.0,0
0,7.0,0.0,18.0,0.0,1.0,0.0,11.0,8.0,4.0,0.0,19.0,0.0,13.0,8.0,0
0,3.0,0.0,4.2,0.0,0.0,0.0,3.0,3.0,6.43,0.0,4.0,0.0,5.0,3.0,0
0,89.0,32.0,276.2,8.0,18.0,1.0,182.0,133.0,5.41,9.0,307.0,1.0,146.0,166.0,0
0,188.0,16.0,909.2,49.0,47.0,12.0,438.0,427.0,3.09,54.0,821.0,12.0,391.0,312.0,0
0,130.0,12.0,126.0,0.0,12.0,22.0,59.0,98.0,3.93,5.0,135.0,22.0,59.0,55.0,0
0,125.0,20.0,195.1,1.0,12.0,5.0,122.0,148.0,5.21,9.0,184.0,5.0,95.0,113.0,0
0,30.0,1.0,236.0,20.0,18.0,0.0,141.0,106.0,3.89,11.0,286.0,0.0,62.0,102.0,0
0,83.0,6.0,73.0,0.0,2.0,0.0,52.0,72.0,6.41,5.0,81.0,0.0,51.0,52.0,0
0,16.0,15.0,71.2,0.0,4.0,0.0,54.0,53.0,6.7,2.0,89.0,0.0,37.0,53.0,0
0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,4.0,5.4,0.0,5.0,0.0,2.0,3.0,0
0,3.0,0.0,4.2,0.0,0.0,0.0,2.0,4.0,4.29,0.0,5.0,0.0,3.0,2.0,0
0,79.0,14.0,137.0,0.0,4.0,0.0,77.0,88.0,4.8,10.0,141.0,0.0,65.0,73.0,0
0,10.0,2.0,15.0,0.0,0.0,0.0,13.0,9.0,7.8,0.0,25.0,0.0,9.0,13.0,0
0,5.0,0.0,4.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,4.0,0.0,0
0,4.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,5.0,0.0,5.0,2.0,0
0,89.0,12.0,603.2,59.0,46.0,1.0,532.0,167.0,5.52,27.0,780.0,1.0,266.0,370.0,0
0,288.0,22.0,360.0,0.0,20.0,5.0,141.0,192.0,3.05,10.0,337.0,5.0,121.0,122.0,0
0,26.0,7.0,81.2,2.0,9.0,0.0,68.0,53.0,7.09,3.0,84.0,0.0,67.0,64.0,0
0,126.0,91.0,514.0,4.0,35.0,16.0,308.0,405.0,5.15,34.0,547.0,16.0,175.0,294.0,0
0,41.0,3.0,63.1,0.0,5.0,0.0,43.0,27.0,5.71,4.0,71.0,0.0,33.0,40.0,0
0,2.0,2.0,17.0,2.0,2.0,0.0,19.0,6.0,5.82,0.0,18.0,0.0,8.0,11.0,0
0,2.0,1.0,8.2,0.0,1.0,0.0,8.0,6.0,7.68,0.0,12.0,0.0,6.0,7.0,0
0,105.0,70.0,564.0,2.0,34.0,0.0,310.0,435.0,4.44,39.0,508.0,0.0,354.0,278.0,0
0,724.0,85.0,1007.2,3.0,55.0,300.0,450.0,830.0,3.65,51.0,901.0,300.0,437.0,408.0,0
0,94.0,67.0,540.1,0.0,21.0,2.0,201.0,451.0,3.18,38.0,483.0,2.0,109.0,191.0,1
0,20.0,2.0,29.2,0.0,0.0,0.0,17.0,20.0,4.62,2.0,33.0,0.0,21.0,15.0,0
0,303.0,115.0,1389.1,54.0,99.0,10.0,725.0,738.0,3.98,67.0,1449.0,10.0,407.0,614.0,0
0,353.0,133.0,2072.2,44.0,131.0,1.0,1061.0,1225.0,4.01,112.0,2110.0,1.0,816.0,923.0,0
0,102.0,36.0,411.0,3.0,27.0,1.0,219.0,229.0,4.38,20.0,425.0,1.0,186.0,200.0,0
0,297.0,176.0,1589.2,5.0,104.0,0.0,884.0,1230.0,4.62,85.0,1696.0,0.0,620.0,816.0,0
0,692.0,109.0,1358.2,16.0,75.0,79.0,589.0,889.0,3.47,86.0,1272.0,79.0,511.0,523.0,0
0,2.0,1.0,11.0,1.0,2.0,0.0,12.0,3.0,5.73,0.0,14.0,0.0,7.0,7.0,0
0,10.0,3.0,54.0,1.0,2.0,0.0,42.0,11.0,6.0,2.0,74.0,0.0,35.0,36.0,0
0,558.0,259.0,3262.2,149.0,183.0,20.0,1405.0,1709.0,3.4,194.0,3206.0,20.0,824.0,1233.0,1
0,1005.0,127.0,1188.1,0.0,67.0,142.0,492.0,1006.0,3.42,62.0,983.0,142.0,464.0,451.0,0
0,23.0,3.0,49.2,0.0,3.0,0.0,32.0,33.0,5.85,2.0,57.0,0.0,39.0,32.0,0
0,280.0,50.0,559.0,1.0,34.0,34.0,260.0,351.0,3.77,28.0,531.0,34.0,203.0,234.0,0
0,51.0,6.0,54.1,0.0,4.0,0.0,31.0,28.0,4.33,2.0,55.0,0.0,28.0,26.0,0
0,22.0,15.0,105.1,0.0,5.0,0.0,74.0,63.0,5.82,4.0,131.0,0.0,34.0,68.0,0
0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,2.0,1.0,1.0,1.0,0
0,22.0,1.0,40.1,0.0,2.0,0.0,23.0,15.0,4.94,1.0,43.0,0.0,20.0,22.0,0
0,250.0,39.0,1189.1,65.0,81.0,7.0,583.0,336.0,3.55,50.0,1223.0,7.0,423.0,469.0,0
0,2.0,2.0,4.0,0.0,0.0,0.0,5.0,3.0,11.25,0.0,9.0,0.0,1.0,5.0,0
0,88.0,11.0,612.1,53.0,46.0,0.0,317.0,195.0,3.19,22.0,618.0,0.0,148.0,217.0,0
0,5.0,0.0,17.1,0.0,1.0,0.0,12.0,8.0,5.79,0.0,25.0,0.0,1.0,11.0,0
0,106.0,38.0,261.0,2.0,18.0,1.0,161.0,141.0,5.34,10.0,323.0,1.0,98.0,155.0,0
0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.5,0.0,4.0,0.0,2.0,1.0,0
0,9.0,2.0,7.1,0.0,0.0,1.0,9.0,6.0,11.41,0.0,10.0,1.0,3.0,9.0,0
0,4.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,1.0,3.0,0.0,0
0,8.0,0.0,49.0,5.0,3.0,0.0,29.0,13.0,2.57,3.0,49.0,0.0,15.0,14.0,0
0,18.0,1.0,13.2,0.0,1.0,0.0,9.0,19.0,6.14,0.0,14.0,0.0,13.0,9.0,0
0,69.0,26.0,166.0,1.0,10.0,0.0,108.0,99.0,5.58,8.0,186.0,0.0,56.0,103.0,0
0,72.0,28.0,411.0,27.0,22.0,4.0,195.0,131.0,3.79,25.0,431.0,4.0,131.0,173.0,0
0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,1.0,0.0,3.0,2.0,0
0,203.0,16.0,1178.2,68.0,71.0,4.0,559.0,408.0,3.21,64.0,1110.0,4.0,578.0,420.0,0
0,84.0,14.0,541.2,44.0,21.0,3.0,196.0,253.0,2.28,37.0,469.0,3.0,199.0,137.0,1
0,279.0,39.0,407.0,0.0,26.0,73.0,194.0,340.0,3.8,24.0,377.0,73.0,157.0,172.0,0
0,72.0,63.0,326.0,0.0,19.0,0.0,169.0,242.0,4.53,24.0,317.0,0.0,132.0,164.0,0
0,8.0,5.0,34.1,0.0,3.0,0.0,25.0,17.0,6.6,0.0,40.0,0.0,15.0,25.0,0
0,35.0,13.0,147.1,2.0,6.0,0.0,81.0,104.0,4.53,6.0,148.0,0.0,60.0,74.0,0
0,66.0,15.0,119.0,0.0,3.0,2.0,66.0,73.0,4.76,5.0,107.0,2.0,84.0,63.0,0
0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,5.0,4.5,0.0,7.0,0.0,4.0,2.0,0
0,31.0,0.0,95.2,4.0,7.0,1.0,59.0,36.0,3.4,2.0,94.0,1.0,45.0,36.0,0
0,288.0,30.0,314.0,0.0,14.0,11.0,144.0,247.0,3.67,16.0,285.0,11.0,149.0,128.0,0
0,3.0,1.0,4.2,0.0,1.0,0.0,8.0,2.0,15.0,0.0,9.0,0.0,2.0,7.0,0
0,898.0,395.0,4530.1,180.0,237.0,17.0,2038.0,2461.0,3.45,283.0,4620.0,17.0,1083.0,1738.0,0
0,109.0,3.0,627.2,41.0,43.0,2.0,314.0,285.0,3.17,32.0,631.0,2.0,272.0,221.0,0
0,54.0,7.0,68.2,0.0,1.0,0.0,39.0,63.0,4.22,2.0,51.0,0.0,31.0,32.0,0
0,4.0,0.0,19.2,0.0,0.0,0.0,7.0,10.0,1.88,0.0,22.0,0.0,9.0,4.0,0
0,5.0,2.0,6.0,0.0,0.0,0.0,3.0,4.0,4.5,0.0,8.0,0.0,3.0,3.0,0
0,58.0,21.0,240.2,6.0,15.0,0.0,128.0,108.0,4.16,6.0,255.0,0.0,85.0,111.0,0
0,50.0,12.0,52.0,0.0,2.0,2.0,60.0,38.0,9.17,0.0,68.0,2.0,46.0,53.0,0
0,78.0,9.0,536.2,36.0,25.0,2.0,209.0,150.0,2.69,32.0,534.0,2.0,145.0,160.0,1
0,3.0,0.0,12.0,1.0,0.0,0.0,4.0,9.0,3.0,1.0,10.0,0.0,10.0,4.0,0
0,49.0,0.0,222.1,10.0,17.0,1.0,124.0,75.0,4.17,9.0,234.0,1.0,93.0,103.0,0
0,250.0,105.0,975.2,8.0,59.0,5.0,519.0,542.0,4.52,53.0,1006.0,5.0,446.0,490.0,0
0,8.0,3.0,21.2,0.0,0.0,0.0,23.0,11.0,9.34,0.0,31.0,0.0,6.0,22.0,0
0,25.0,0.0,65.1,1.0,5.0,0.0,43.0,24.0,5.12,2.0,77.0,0.0,40.0,37.0,0
0,15.0,2.0,86.0,7.0,7.0,0.0,65.0,43.0,4.81,2.0,100.0,0.0,50.0,46.0,0
0,87.0,3.0,399.0,20.0,29.0,5.0,169.0,141.0,2.84,13.0,344.0,5.0,157.0,126.0,0
0,223.0,30.0,241.1,0.0,13.0,27.0,123.0,166.0,4.22,21.0,242.0,27.0,132.0,113.0,0
0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.5,0.0,1.0,0.0,2.0,1.0,0
0,165.0,12.0,1091.2,81.0,67.0,3.0,471.0,415.0,2.79,48.0,1012.0,3.0,314.0,338.0,0
0,191.0,16.0,422.2,1.0,23.0,26.0,200.0,107.0,3.52,18.0,451.0,26.0,130.0,165.0,0
0,178.0,120.0,1002.0,5.0,56.0,0.0,594.0,513.0,4.81,54.0,1164.0,0.0,369.0,536.0,0
0,3.0,0.0,17.0,1.0,0.0,0.0,18.0,5.0,6.35,1.0,30.0,0.0,9.0,12.0,0
0,9.0,13.0,47.2,0.0,3.0,0.0,32.0,44.0,5.72,2.0,40.0,0.0,24.0,30.0,0
0,7.0,1.0,6.2,0.0,0.0,0.0,2.0,1.0,2.9,0.0,8.0,0.0,4.0,2.0,0
0,16.0,2.0,17.0,0.0,1.0,0.0,13.0,20.0,5.29,1.0,13.0,0.0,12.0,10.0,0
0,2.0,0.0,1.2,0.0,0.0,0.0,2.0,0.0,15.0,0.0,4.0,0.0,0.0,2.0,0
0,357.0,59.0,603.1,1.0,39.0,41.0,289.0,458.0,4.01,32.0,636.0,41.0,199.0,269.0,0
0,138.0,80.0,592.1,2.0,40.0,0.0,321.0,330.0,4.44,26.0,636.0,0.0,153.0,292.0,0
0,35.0,4.0,31.1,0.0,1.0,0.0,15.0,19.0,4.34,3.0,35.0,0.0,18.0,15.0,0
0,6.0,0.0,18.1,0.0,1.0,0.0,9.0,4.0,3.98,0.0,17.0,0.0,7.0,8.0,0
0,40.0,15.0,86.1,0.0,3.0,1.0,45.0,50.0,4.49,3.0,87.0,1.0,30.0,43.0,0
0,50.0,25.0,243.2,0.0,22.0,1.0,130.0,164.0,4.33,8.0,251.0,1.0,89.0,117.0,0
0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,12.0,0.0,6.0,0.0,1.0,4.0,0
0,245.0,150.0,1397.2,3.0,79.0,0.0,676.0,1349.0,4.01,93.0,1316.0,0.0,579.0,623.0,0
0,46.0,27.0,171.2,0.0,16.0,0.0,135.0,128.0,6.78,6.0,208.0,0.0,106.0,129.0,0
0,139.0,22.0,214.1,1.0,5.0,11.0,115.0,126.0,4.29,8.0,219.0,11.0,69.0,102.0,0
0,513.0,81.0,1079.2,7.0,56.0,94.0,492.0,551.0,3.63,77.0,1043.0,94.0,396.0,435.0,0
0,284.0,49.0,450.2,1.0,29.0,22.0,213.0,251.0,3.68,20.0,464.0,22.0,139.0,184.0,0
0,70.0,7.0,102.0,0.0,4.0,5.0,46.0,55.0,3.44,7.0,103.0,5.0,38.0,39.0,0
0,2.0,0.0,8.0,0.0,1.0,0.0,2.0,8.0,2.25,0.0,9.0,0.0,2.0,2.0,0
0,358.0,241.0,2282.0,17.0,117.0,0.0,1118.0,1803.0,4.03,153.0,2357.0,0.0,660.0,1022.0,1
0,253.0,49.0,490.0,1.0,44.0,26.0,297.0,372.0,5.01,23.0,457.0,26.0,258.0,273.0,0
0,415.0,99.0,1739.2,26.0,103.0,12.0,885.0,783.0,4.02,98.0,1786.0,12.0,725.0,777.0,0
0,44.0,9.0,56.1,0.0,1.0,3.0,39.0,27.0,5.61,3.0,75.0,3.0,30.0,35.0,0
0,205.0,40.0,287.0,0.0,23.0,39.0,147.0,209.0,4.14,17.0,275.0,39.0,96.0,132.0,0
0,126.0,46.0,537.1,20.0,29.0,3.0,298.0,178.0,4.39,25.0,583.0,3.0,221.0,262.0,0
0,153.0,47.0,487.0,0.0,29.0,1.0,267.0,242.0,4.45,25.0,544.0,1.0,196.0,241.0,0
0,16.0,1.0,14.1,0.0,1.0,0.0,9.0,15.0,5.11,0.0,15.0,0.0,4.0,8.0,0
0,309.0,74.0,779.0,19.0,55.0,54.0,420.0,375.0,4.11,34.0,814.0,54.0,312.0,356.0,0
0,205.0,14.0,286.0,0.0,11.0,20.0,109.0,137.0,3.12,17.0,252.0,20.0,111.0,99.0,0
0,199.0,19.0,1318.0,95.0,90.0,5.0,671.0,594.0,2.85,62.0,1329.0,5.0,332.0,417.0,0
0,285.0,67.0,711.0,7.0,41.0,16.0,375.0,434.0,4.24,33.0,753.0,16.0,238.0,335.0,0
0,16.0,3.0,30.2,0.0,2.0,0.0,23.0,7.0,6.56,2.0,38.0,0.0,14.0,22.0,0
0,2.0,0.0,3.2,0.0,0.0,0.0,3.0,1.0,8.44,0.0,5.0,0.0,1.0,3.0,0
0,71.0,32.0,295.1,11.0,27.0,4.0,203.0,173.0,5.83,19.0,352.0,4.0,116.0,191.0,0
0,47.0,5.0,66.1,0.0,2.0,5.0,34.0,36.0,4.08,0.0,63.0,5.0,24.0,30.0,0
0,154.0,29.0,424.0,3.0,23.0,4.0,183.0,258.0,3.54,20.0,417.0,4.0,174.0,167.0,0
0,14.0,8.0,33.0,0.0,3.0,0.0,32.0,26.0,7.36,1.0,51.0,0.0,14.0,27.0,0
0,26.0,6.0,58.1,2.0,2.0,1.0,37.0,21.0,5.42,2.0,60.0,1.0,26.0,35.0,0
0,3.0,0.0,10.0,0.0,1.0,0.0,3.0,4.0,2.7,0.0,14.0,0.0,2.0,3.0,0
0,43.0,3.0,178.1,5.0,10.0,3.0,86.0,58.0,3.18,11.0,176.0,3.0,74.0,63.0,0
0,5.0,0.0,21.0,0.0,0.0,0.0,11.0,12.0,4.29,0.0,28.0,0.0,5.0,10.0,0
0,639.0,122.0,1830.2,21.0,96.0,35.0,915.0,857.0,3.93,96.0,1975.0,35.0,549.0,799.0,0
0,9.0,8.0,49.1,2.0,3.0,0.0,73.0,19.0,8.07,0.0,85.0,0.0,40.0,44.0,0
0,56.0,13.0,152.0,4.0,13.0,2.0,101.0,62.0,5.15,6.0,177.0,2.0,75.0,87.0,0
0,323.0,60.0,703.2,3.0,28.0,22.0,345.0,408.0,4.06,41.0,715.0,22.0,261.0,317.0,0
0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.5,0.0,2.0,0.0,2.0,1.0,0
0,102.0,17.0,169.2,0.0,8.0,4.0,91.0,135.0,4.47,9.0,154.0,4.0,91.0,84.0,0
0,195.0,71.0,734.2,21.0,44.0,15.0,399.0,356.0,4.19,45.0,745.0,15.0,284.0,342.0,0
0,51.0,17.0,142.0,4.0,11.0,3.0,100.0,82.0,4.82,7.0,146.0,3.0,61.0,76.0,0
0,1.0,1.0,1.2,0.0,0.0,0.0,4.0,2.0,30.0,0.0,4.0,0.0,3.0,4.0,0
0,6.0,1.0,52.0,6.0,5.0,0.0,49.0,19.0,5.02,1.0,57.0,0.0,21.0,29.0,0
0,12.0,1.0,39.2,0.0,5.0,0.0,27.0,18.0,5.51,0.0,39.0,0.0,46.0,24.0,0
0,36.0,17.0,160.1,6.0,11.0,1.0,98.0,64.0,4.67,8.0,150.0,1.0,96.0,83.0,0
0,197.0,26.0,234.1,0.0,9.0,3.0,120.0,142.0,4.34,8.0,234.0,3.0,107.0,113.0,0
0,407.0,25.0,394.0,0.0,23.0,71.0,204.0,325.0,4.0,18.0,397.0,71.0,212.0,175.0,0
0,3.0,0.0,16.0,1.0,1.0,0.0,14.0,3.0,7.31,0.0,18.0,0.0,8.0,13.0,0
0,101.0,16.0,147.0,0.0,5.0,6.0,54.0,151.0,3.12,7.0,115.0,6.0,83.0,51.0,0
0,14.0,2.0,18.1,0.0,2.0,3.0,16.0,9.0,6.46,0.0,16.0,3.0,15.0,13.0,0
0,139.0,9.0,135.0,0.0,2.0,2.0,42.0,111.0,2.73,10.0,106.0,2.0,35.0,41.0,0
0,27.0,3.0,71.0,1.0,3.0,0.0,43.0,23.0,4.94,2.0,83.0,0.0,40.0,39.0,0
0,1.0,0.0,2.1,0.0,1.0,0.0,4.0,0.0,17.14,0.0,8.0,0.0,0.0,4.0,0
0,129.0,33.0,208.1,0.0,10.0,5.0,129.0,142.0,4.8,8.0,231.0,5.0,63.0,111.0,0
0,9.0,3.0,22.0,0.0,1.0,0.0,18.0,8.0,7.36,0.0,25.0,0.0,12.0,18.0,0
0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,1.0,1.0,0
0,2.0,0.0,1.2,0.0,1.0,0.0,1.0,2.0,7.5,0.0,4.0,0.0,1.0,1.0,0
0,81.0,20.0,297.1,9.0,19.0,3.0,171.0,90.0,4.24,17.0,307.0,3.0,128.0,140.0,0
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0,24.0,0.0,31.1,0.0,1.0,0.0,15.0,18.0,4.05,0.0,33.0,0.0,8.0,14.0,0
0,14.0,3.0,42.1,0.0,3.0,0.0,27.0,21.0,5.56,0.0,46.0,0.0,18.0,26.0,0
0,6.0,1.0,12.1,0.0,1.0,0.0,10.0,5.0,2.98,0.0,16.0,0.0,9.0,4.0,0
0,71.0,9.0,194.0,0.0,10.0,0.0,99.0,119.0,3.94,12.0,198.0,0.0,113.0,85.0,0
0,16.0,0.0,21.1,0.0,2.0,0.0,17.0,9.0,5.97,2.0,26.0,0.0,23.0,14.0,0
0,93.0,7.0,605.1,47.0,20.0,1.0,209.0,193.0,2.29,43.0,487.0,1.0,170.0,154.0,0
0,744.0,353.0,5008.1,109.0,227.0,0.0,1981.0,3371.0,3.16,355.0,4726.0,0.0,999.0,1756.0,1
0,472.0,67.0,861.2,2.0,37.0,20.0,428.0,564.0,4.05,39.0,873.0,20.0,284.0,388.0,0
0,74.0,16.0,158.0,0.0,7.0,0.0,117.0,70.0,5.7,8.0,173.0,0.0,103.0,100.0,0
0,14.0,4.0,46.1,1.0,3.0,0.0,30.0,16.0,5.66,2.0,58.0,0.0,21.0,29.0,0
0,44.0,6.0,48.2,0.0,2.0,1.0,36.0,27.0,6.16,0.0,54.0,1.0,26.0,33.0,0
0,16.0,4.0,92.1,1.0,4.0,0.0,36.0,61.0,3.42,6.0,78.0,0.0,34.0,35.0,0
0,497.0,61.0,637.2,0.0,30.0,52.0,269.0,555.0,3.56,47.0,629.0,52.0,194.0,252.0,0
0,68.0,43.0,260.0,0.0,19.0,0.0,171.0,140.0,5.78,10.0,272.0,0.0,118.0,167.0,0
0,2.0,1.0,8.0,0.0,1.0,0.0,3.0,3.0,1.13,0.0,7.0,0.0,3.0,1.0,0
0,141.0,41.0,611.2,4.0,35.0,0.0,289.0,405.0,3.95,37.0,542.0,0.0,278.0,268.0,0
0,52.0,3.0,269.2,13.0,25.0,1.0,157.0,94.0,3.88,1.0,266.0,1.0,131.0,116.0,0
0,16.0,4.0,41.2,0.0,6.0,0.0,37.0,26.0,7.86,1.0,56.0,0.0,30.0,36.0,0
0,13.0,5.0,54.1,1.0,3.0,1.0,28.0,23.0,3.49,5.0,60.0,1.0,12.0,21.0,0
0,318.0,217.0,1954.2,31.0,105.0,0.0,1061.0,1242.0,4.51,129.0,2188.0,0.0,586.0,980.0,0
0,87.0,37.0,418.2,11.0,13.0,0.0,220.0,170.0,4.15,20.0,431.0,0.0,210.0,193.0,0
0,15.0,6.0,67.1,2.0,8.0,0.0,60.0,21.0,6.44,3.0,87.0,0.0,38.0,48.0,0
