,162WL%,AGE,BB/9,BK,BR/9,CG,ER,ERA,G,GF,GS,H,H/9,HB,HR,HR/9,IBB,IP,L,LABEL,NAME,PID,R,RAA,RAR,SO,SO/9,SO/BB,SV,ShO,TBB,W,WAA,WAAadj,WAR,WLP,WP,waaWL%
0,0,0,0,0.0,0,0.0,13.0,7.31,9.0,4.0,1.0,18.0,0,1.0,2.0,0,0.0,16.0,2.0,0,,,13.0,0,0,10.0,0,0,0.0,0.0,8.0,0.0,0,0,-0.15,0,0.0,0
0,0,0,0,4.0,0,12.0,769.0,3.96,355.0,18.0,263.0,1624.0,0,50.0,190.0,0,29.0,1747.2,92.0,0,,,857.0,0,0,1330.0,0,0,4.0,4.0,805.0,102.0,0,0,,0,28.0,0
0,0,0,0,0.0,0,0.0,63.0,5.35,96.0,32.0,0.0,134.0,0,4.0,18.0,0,4.0,106.0,7.0,0,,,70.0,0,0,87.0,0,0,2.0,2.0,44.0,3.0,0,0,-0.275,0,12.0,0
0,0,0,0,1.0,0,209.0,934.0,2.63,533.0,118.0,371.0,2896.0,0,64.0,41.0,0,,3198.0,167.0,0,,,1313.0,0,0,1702.0,0,0,36.0,36.0,1034.0,183.0,0,0,1.5470588235294118,0,156.0,0
0,0,0,0,0.0,0,0.0,2.0,4.5,4.0,3.0,0.0,6.0,0,0.0,0.0,0,1.0,4.0,1.0,0,,,2.0,0,0,4.0,0,0,0.0,0.0,2.0,0.0,0,0,0.0,0,0.0,0
0,0,0,0,0.0,0,10.0,63.0,4.76,18.0,5.0,12.0,150.0,0,12.0,0.0,0,,119.1,10.0,0,,,91.0,0,0,30.0,0,0,0.0,0.0,39.0,4.0,0,0,0.0,0,4.0,0
0,0,0,0,1.0,0,1.0,21.0,5.71,13.0,5.0,4.0,50.0,0,2.0,2.0,0,2.0,33.1,3.0,0,,,22.0,0,0,12.0,0,0,0.0,0.0,13.0,1.0,0,0,-0.05,0,1.0,0
0,0,0,0,0.0,0,0.0,7.0,3.66,4.0,3.0,1.0,19.0,0,3.0,1.0,0,,17.2,0.0,0,,,10.0,0,0,4.0,0,0,0.0,0.0,17.0,0.0,0,0,0.0,0,2.0,0
0,0,0,0,7.0,0,0.0,348.0,3.15,699.0,267.0,1.0,932.0,0,17.0,58.0,0,64.0,995.1,39.0,0,,,402.0,0,0,758.0,0,0,49.0,49.0,311.0,40.0,0,0,0.7294117647058824,0,21.0,0
0,0,0,0,9.0,0,15.0,374.0,4.11,148.0,7.0,128.0,901.0,0,25.0,87.0,0,12.0,818.2,54.0,0,,,424.0,0,0,339.0,0,0,0.0,0.0,211.0,49.0,0,0,1.4333333333333336,0,15.0,0
0,0,0,0,0.0,0,0.0,3.0,12.27,2.0,2.0,0.0,5.0,0,0.0,0.0,0,,2.2,0.0,0,,,3.0,0,0,1.0,0,0,0.0,0.0,2.0,0.0,0,0,-0.1,0,0.0,0
0,0,0,0,4.0,0,15.0,398.0,4.26,246.0,62.0,93.0,858.0,0,27.0,80.0,0,31.0,840.2,46.0,0,,,450.0,0,0,502.0,0,0,13.0,13.0,319.0,36.0,0,0,0.6285714285714287,0,30.0,0
0,0,0,0,5.0,0,2.0,214.0,3.78,95.0,4.0,84.0,523.0,0,18.0,43.0,0,9.0,509.0,33.0,0,,,245.0,0,0,394.0,0,0,3.0,3.0,135.0,28.0,0,0,0.8857142857142859,0,5.0,0
0,0,0,0,28.0,0,12.0,814.0,4.74,291.0,11.0,245.0,1743.0,0,23.0,264.0,0,28.0,1547.0,83.0,0,,,906.0,0,0,723.0,0,0,1.0,1.0,337.0,82.0,0,0,0.7461538461538461,0,22.0,0
0,0,0,0,0.0,0,1.0,61.0,3.68,64.0,39.0,6.0,148.0,0,1.0,12.0,0,8.0,149.0,10.0,0,,,71.0,0,0,76.0,0,0,7.0,7.0,62.0,4.0,0,0,1.0,0,8.0,0
0,0,0,0,0.0,0,0.0,57.0,3.88,24.0,0.0,24.0,133.0,0,2.0,17.0,0,3.0,132.1,7.0,0,,,62.0,0,0,121.0,0,0,0.0,0.0,44.0,9.0,0,0,0.6000000000000001,0,4.0,0
0,0,0,0,0.0,0,2.0,109.0,5.11,82.0,34.0,17.0,226.0,0,6.0,21.0,0,2.0,192.1,23.0,0,,,147.0,0,0,94.0,0,0,5.0,5.0,81.0,7.0,0,0,-0.6000000000000001,0,12.0,0
0,0,0,0,0.0,0,15.0,91.0,5.46,21.0,3.0,17.0,177.0,0,8.0,4.0,0,,150.1,13.0,0,,,130.0,0,0,56.0,0,0,0.0,0.0,74.0,3.0,0,0,-0.05,0,6.0,0
0,0,0,0,1.0,0,62.0,313.0,2.86,178.0,42.0,114.0,912.0,0,15.0,22.0,0,,986.1,57.0,0,,,415.0,0,0,514.0,0,0,8.0,8.0,247.0,53.0,0,0,0.7142857142857142,0,31.0,0
0,0,0,0,0.0,0,0.0,27.0,6.39,32.0,15.0,0.0,38.0,0,3.0,6.0,0,7.0,38.0,0.0,0,,,29.0,0,0,19.0,0,0,0.0,0.0,30.0,2.0,0,0,-0.03333333333333333,0,3.0,0
0,0,0,0,1.0,0,3.0,346.0,5.42,122.0,8.0,96.0,672.0,0,26.0,58.0,0,24.0,574.2,47.0,0,,,371.0,0,0,241.0,0,0,1.0,1.0,240.0,25.0,0,0,0.20000000000000007,0,22.0,0
0,0,0,0,0.0,0,0.0,32.0,6.52,24.0,7.0,1.0,64.0,0,1.0,6.0,0,3.0,44.2,0.0,0,,,37.0,0,0,19.0,0,0,1.0,1.0,14.0,0.0,0,0,-0.1666666666666667,0,2.0,0
0,0,0,0,0.0,0,1.0,26.0,5.69,16.0,8.0,1.0,48.0,0,0.0,4.0,0,4.0,41.1,3.0,0,,,28.0,0,0,23.0,0,0,0.0,0.0,22.0,2.0,0,0,-0.16666666666666666,0,11.0,0
0,0,0,0,1.0,0,0.0,148.0,5.2,257.0,111.0,0.0,249.0,0,11.0,30.0,0,15.0,256.2,7.0,0,,,167.0,0,0,224.0,0,0,26.0,26.0,157.0,15.0,0,0,-0.08571428571428573,0,20.0,0
0,0,0,0,0.0,0,0.0,11.0,19.41,3.0,0.0,0.0,12.0,0,0.0,3.0,0,0.0,5.1,0.0,0,,,11.0,0,0,4.0,0,0,0.0,0.0,3.0,0.0,0,0,-0.4,0,0.0,0
0,0,0,0,0.0,0,3.0,66.0,4.36,36.0,16.0,9.0,150.0,0,4.0,7.0,0,,136.2,8.0,0,,,84.0,0,0,40.0,0,0,0.0,0.0,69.0,5.0,0,0,0.13333333333333333,0,4.0,0
0,0,0,0,0.0,0,0.0,5.0,3.75,6.0,3.0,2.0,9.0,0,0.0,1.0,0,2.0,12.0,0.0,0,,,6.0,0,0,7.0,0,0,0.0,0.0,14.0,0.0,0,0,0.05,0,1.0,0
0,0,0,0,1.0,0,0.0,51.0,4.77,28.0,5.0,10.0,112.0,0,3.0,9.0,0,6.0,96.2,4.0,0,,,56.0,0,0,42.0,0,0,1.0,1.0,29.0,4.0,0,0,0.06666666666666667,0,2.0,0
0,0,0,0,0.0,0,0.0,33.0,5.48,18.0,3.0,7.0,58.0,0,2.0,4.0,0,2.0,54.2,2.0,0,,,33.0,0,0,28.0,0,0,0.0,0.0,21.0,1.0,0,0,0.03333333333333333,0,2.0,0
0,0,0,0,0.0,0,0.0,19.0,3.28,17.0,12.0,2.0,45.0,0,2.0,0.0,0,,52.2,0.0,0,,,24.0,0,0,20.0,0,0,0.0,0.0,29.0,1.0,0,0,0.3,0,1.0,0
0,0,0,0,0.0,0,0.0,9.0,4.74,7.0,5.0,2.0,16.0,0,1.0,0.0,0,,17.1,0.0,0,,,15.0,0,0,11.0,0,0,0.0,0.0,17.0,0.0,0,0,-0.6,0,1.0,0
0,0,0,0,0.0,0,0.0,5.0,10.71,4.0,2.0,0.0,5.0,0,0.0,0.0,0,0.0,4.2,0.0,0,,,5.0,0,0,5.0,0,0,0.0,0.0,4.0,0.0,0,0,-0.1,0,1.0,0
0,0,0,0,0.0,0,0.0,29.0,5.8,22.0,5.0,3.0,45.0,0,1.0,7.0,0,4.0,45.0,1.0,0,,,34.0,0,0,19.0,0,0,1.0,1.0,28.0,0.0,0,0,-0.5,0,1.0,0
0,0,0,0,1.0,0,0.0,23.0,10.25,8.0,1.0,2.0,34.0,0,0.0,6.0,0,0.0,20.2,2.0,0,,,23.0,0,0,12.0,0,0,0.0,0.0,9.0,1.0,0,0,-0.6,0,0.0,0
0,0,0,0,0.0,0,0.0,9.0,10.13,6.0,2.0,0.0,12.0,0,0.0,0.0,0,,8.0,0.0,0,,,12.0,0,0,0.0,0,0,0.0,0.0,11.0,0.0,0,0,-0.5,0,0.0,0
0,0,0,0,0.0,0,0.0,6.0,4.82,8.0,4.0,0.0,17.0,0,0.0,1.0,0,,11.2,0.0,0,,,8.0,0,0,2.0,0,0,0.0,0.0,4.0,0.0,0,0,0.0,0,0.0,0
0,0,0,0,2.0,0,43.0,479.0,4.14,249.0,84.0,108.0,1151.0,0,4.0,59.0,0,,1041.0,59.0,1,,,562.0,0,0,257.0,0,0,8.0,8.0,342.0,50.0,0,0,2.2125000000000004,0,9.0,0
0,0,0,0,0.0,0,0.0,9.0,4.48,16.0,2.0,0.0,16.0,0,0.0,3.0,0,1.0,18.1,1.0,0,,,10.0,0,0,5.0,0,0,0.0,0.0,11.0,1.0,0,0,-0.1,0,3.0,0
0,0,0,0,1.0,0,50.0,297.0,3.46,127.0,13.0,97.0,798.0,0,9.0,40.0,0,,773.1,54.0,0,,,350.0,0,0,216.0,0,0,2.0,2.0,236.0,41.0,0,0,1.1999999999999997,0,17.0,0
0,0,0,0,1.0,0,0.0,7.0,5.73,4.0,1.0,2.0,15.0,0,1.0,1.0,0,0.0,11.0,1.0,0,,,7.0,0,0,5.0,0,0,1.0,1.0,4.0,0.0,0,0,-0.1,0,0.0,0
0,0,0,0,33.0,0,68.0,857.0,3.58,405.0,37.0,305.0,2016.0,0,51.0,155.0,0,65.0,2153.0,118.0,0,,,955.0,0,0,1032.0,0,0,9.0,9.0,731.0,127.0,0,0,1.3153846153846156,0,33.0,0
0,0,0,0,0.0,0,0.0,82.0,6.0,35.0,8.0,20.0,160.0,0,2.0,21.0,0,3.0,123.1,10.0,0,,,93.0,0,0,49.0,0,0,0.0,0.0,53.0,3.0,0,0,-0.125,0,4.0,0
0,0,0,0,0.0,0,0.0,6.0,2.81,28.0,8.0,0.0,15.0,0,1.0,1.0,0,1.0,19.2,1.0,0,,,6.0,0,0,19.0,0,0,3.0,3.0,19.0,2.0,0,0,0.3,0,2.0,0
0,0,0,0,4.0,0,1.0,115.0,2.87,184.0,108.0,11.0,312.0,0,6.0,22.0,0,41.0,361.1,25.0,0,,,138.0,0,0,197.0,0,0,26.0,26.0,131.0,16.0,0,0,,0,7.0,0
0,0,0,0,3.0,0,0.0,80.0,3.27,110.0,66.0,0.0,222.0,0,3.0,17.0,0,7.0,220.0,6.0,0,,,86.0,0,0,113.0,0,0,7.0,7.0,68.0,9.0,0,0,0.8800000000000001,0,5.0,0
0,0,0,0,7.0,0,34.0,1078.0,3.74,414.0,2.0,402.0,2425.0,0,79.0,232.0,0,51.0,2595.1,137.0,1,,,1168.0,0,0,1994.0,0,0,0.0,0.0,933.0,169.0,0,0,3.3749999999999996,0,106.0,0
0,0,0,0,0.0,0,3.0,15.0,6.43,3.0,0.0,3.0,29.0,0,1.0,0.0,0,,21.0,2.0,0,,,18.0,0,0,12.0,0,0,0.0,0.0,8.0,1.0,0,0,-0.6,0,1.0,0
0,0,0,0,1.0,0,6.0,67.0,3.26,48.0,15.0,13.0,182.0,0,9.0,4.0,0,,185.1,12.0,0,,,96.0,0,0,64.0,0,0,1.0,1.0,84.0,5.0,0,0,-0.45,0,8.0,0
0,0,0,0,1.0,0,34.0,545.0,4.3,341.0,186.0,73.0,1187.0,0,26.0,76.0,0,,1141.0,66.0,0,,,667.0,0,0,420.0,0,0,28.0,28.0,486.0,57.0,0,0,0.65,0,32.0,0
0,0,0,0,1.0,0,0.0,91.0,5.31,145.0,65.0,0.0,163.0,0,12.0,23.0,0,9.0,154.1,6.0,0,,,101.0,0,0,143.0,0,0,17.0,17.0,87.0,3.0,0,0,-0.06666666666666667,0,13.0,0
0,0,0,0,3.0,0,5.0,277.0,3.68,222.0,40.0,69.0,698.0,0,25.0,45.0,0,24.0,678.1,32.0,0,,,311.0,0,0,318.0,0,0,5.0,5.0,224.0,31.0,0,0,1.2,0,20.0,0
0,0,0,0,0.0,0,2.0,136.0,3.24,65.0,1.0,63.0,323.0,0,19.0,32.0,0,3.0,378.0,21.0,0,,,156.0,0,0,340.0,0,0,0.0,0.0,128.0,22.0,0,0,1.4,0,18.0,0
0,0,0,0,0.0,0,2.0,28.0,6.43,7.0,1.0,5.0,45.0,0,3.0,3.0,0,,39.2,3.0,0,,,30.0,0,0,11.0,0,0,0.0,0.0,15.0,2.0,0,0,0.0,0,0.0,0
0,0,0,0,4.0,0,9.0,102.0,3.94,57.0,14.0,28.0,244.0,0,5.0,19.0,0,6.0,233.0,16.0,0,,,129.0,0,0,122.0,0,0,5.0,5.0,70.0,9.0,0,0,1.25,0,2.0,0
0,0,0,0,0.0,0,0.0,2.0,9.0,1.0,1.0,0.0,4.0,0,0.0,1.0,0,,2.0,0.0,0,,,2.0,0,0,0.0,0,0,0.0,0.0,1.0,0.0,0,0,-0.1,0,0.0,0
0,0,0,0,0.0,0,25.0,104.0,2.29,74.0,23.0,49.0,358.0,0,11.0,5.0,0,,409.2,22.0,0,,,147.0,0,0,148.0,0,0,8.0,8.0,85.0,24.0,0,0,1.7666666666666666,0,8.0,0
0,0,0,0,0.0,0,0.0,31.0,3.76,63.0,16.0,2.0,80.0,0,8.0,3.0,0,4.0,74.2,2.0,0,,,35.0,0,0,55.0,0,0,0.0,0.0,34.0,4.0,0,0,0.19999999999999998,0,6.0,0
0,0,0,0,0.0,0,0.0,20.0,4.09,34.0,13.0,0.0,49.0,0,1.0,7.0,0,7.0,44.0,0.0,0,,,23.0,0,0,28.0,0,0,2.0,2.0,20.0,2.0,0,0,-0.1,0,0.0,0
0,0,0,0,0.0,0,0.0,9.0,8.1,8.0,1.0,1.0,16.0,0,1.0,0.0,0,0.0,10.0,1.0,0,,,11.0,0,0,1.0,0,0,0.0,0.0,5.0,0.0,0,0,-0.3,0,1.0,0
0,0,0,0,3.0,0,32.0,379.0,4.33,141.0,7.0,123.0,792.0,0,18.0,61.0,0,41.0,788.2,67.0,0,,,431.0,0,0,463.0,0,0,1.0,1.0,373.0,34.0,0,0,0.20000000000000004,0,45.0,0
0,0,0,0,6.0,0,0.0,478.0,4.65,185.0,7.0,167.0,891.0,0,51.0,122.0,0,41.0,925.2,65.0,0,,,519.0,0,0,680.0,0,0,0.0,0.0,431.0,53.0,0,0,0.8300000000000001,0,43.0,0
0,0,0,0,0.0,0,0.0,3.0,2.21,3.0,1.0,2.0,10.0,0,0.0,1.0,0,,12.2,0.0,0,,,3.0,0,0,3.0,0,0,0.0,0.0,3.0,1.0,0,0,0.6,0,0.0,0
0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0,0.0,0.0,0,,3.0,1.0,0,,,2.0,0,0,0.0,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0,0.0,0
0,0,0,0,13.0,0,4.0,400.0,4.58,152.0,10.0,130.0,807.0,0,18.0,102.0,0,21.0,786.2,65.0,0,,,439.0,0,0,510.0,0,0,0.0,0.0,319.0,40.0,0,0,0.35714285714285715,0,26.0,0
0,0,0,0,2.0,0,0.0,154.0,4.1,197.0,94.0,1.0,300.0,0,6.0,42.0,0,20.0,338.0,17.0,0,,,170.0,0,0,221.0,0,0,11.0,11.0,155.0,19.0,0,0,0.17500000000000002,0,16.0,0
0,0,0,0,0.0,0,0.0,69.0,5.74,50.0,23.0,7.0,119.0,0,10.0,7.0,0,2.0,108.1,7.0,0,,,81.0,0,0,42.0,0,0,2.0,2.0,58.0,2.0,0,0,-0.8,0,5.0,0
0,0,0,0,3.0,0,0.0,4.0,5.81,6.0,2.0,0.0,9.0,0,0.0,0.0,0,1.0,6.2,0.0,0,,,4.0,0,0,8.0,0,0,0.0,0.0,4.0,0.0,0,0,-0.1,0,3.0,0
0,0,0,0,0.0,0,0.0,44.0,5.07,38.0,13.0,0.0,96.0,0,2.0,8.0,0,8.0,78.1,2.0,0,,,50.0,0,0,25.0,0,0,0.0,0.0,28.0,0.0,0,0,-0.05,0,1.0,0
0,0,0,0,3.0,0,0.0,75.0,4.27,94.0,29.0,4.0,159.0,0,7.0,27.0,0,4.0,158.1,6.0,0,,,85.0,0,0,100.0,0,0,6.0,6.0,85.0,9.0,0,0,0.11666666666666665,0,18.0,0
0,0,0,0,0.0,0,9.0,77.0,4.22,32.0,7.0,20.0,172.0,0,5.0,5.0,0,,164.1,13.0,0,,,85.0,0,0,66.0,0,0,0.0,0.0,69.0,4.0,0,0,0.2,0,2.0,0
0,0,0,0,1.0,0,2.0,151.0,4.11,124.0,40.0,36.0,363.0,0,11.0,37.0,0,12.0,331.0,17.0,0,,,169.0,0,0,190.0,0,0,11.0,11.0,75.0,18.0,0,0,0.35000000000000003,0,7.0,0
0,0,0,0,5.0,0,0.0,80.0,3.27,214.0,52.0,0.0,182.0,0,4.0,21.0,0,9.0,220.0,11.0,0,,,92.0,0,0,212.0,0,0,1.0,1.0,110.0,22.0,0,0,0.7,0,10.0,0
0,0,0,0,0.0,0,1.0,286.0,4.39,106.0,1.0,100.0,530.0,0,21.0,60.0,0,11.0,587.0,33.0,0,,,300.0,0,0,500.0,0,0,0.0,0.0,228.0,36.0,0,0,1.2333333333333334,0,18.0,0
0,0,0,0,1.0,0,9.0,285.0,4.14,194.0,45.0,80.0,605.0,0,22.0,56.0,0,26.0,620.0,40.0,0,,,315.0,0,0,433.0,0,0,4.0,4.0,291.0,35.0,0,0,0.2,0,42.0,0
0,0,0,0,3.0,0,4.0,354.0,4.55,158.0,15.0,105.0,715.0,0,67.0,83.0,0,15.0,700.0,42.0,0,,,377.0,0,0,512.0,0,0,6.0,6.0,255.0,40.0,0,0,1.8599999999999999,0,13.0,0
0,0,0,0,6.0,0,16.0,1100.0,4.19,405.0,6.0,369.0,2413.0,0,103.0,324.0,0,58.0,2364.2,131.0,0,,,1201.0,0,0,1526.0,0,0,1.0,1.0,642.0,145.0,0,0,1.8133333333333335,0,41.0,0
0,0,0,0,4.0,0,12.0,264.0,4.44,121.0,28.0,60.0,589.0,0,11.0,56.0,0,13.0,535.2,37.0,0,,,288.0,0,0,172.0,0,0,0.0,0.0,160.0,24.0,0,0,,0,15.0,0
0,0,0,0,0.0,0,10.0,232.0,3.93,244.0,118.0,36.0,524.0,0,13.0,58.0,0,33.0,531.1,32.0,0,,,261.0,0,0,336.0,0,0,45.0,45.0,208.0,40.0,0,0,0.42499999999999993,0,19.0,0
0,0,0,0,0.0,0,0.0,7.0,5.63,9.0,3.0,0.0,18.0,0,0.0,2.0,0,1.0,11.2,1.0,0,,,8.0,0,0,5.0,0,0,0.0,0.0,5.0,0.0,0,0,-0.2,0,1.0,0
0,0,0,0,0.0,0,14.0,65.0,4.5,16.0,0.0,16.0,171.0,0,,3.0,0,,130.1,11.0,0,,,119.0,0,0,52.0,0,0,0.0,0.0,28.0,5.0,0,0,-0.8666666666666668,0,7.0,0
0,0,0,0,0.0,0,0.0,27.0,5.28,43.0,16.0,0.0,57.0,0,4.0,7.0,0,5.0,46.0,3.0,0,,,29.0,0,0,41.0,0,0,0.0,0.0,21.0,1.0,0,0,-0.025000000000000015,0,1.0,0
0,0,0,0,0.0,0,0.0,33.0,5.38,43.0,19.0,0.0,61.0,0,1.0,7.0,0,4.0,55.2,2.0,0,,,37.0,0,0,41.0,0,0,0.0,0.0,28.0,1.0,0,0,-0.125,0,3.0,0
0,0,0,0,0.0,0,1.0,102.0,5.13,42.0,7.0,30.0,199.0,0,7.0,22.0,0,2.0,179.1,8.0,0,,,110.0,0,0,92.0,0,0,0.0,0.0,89.0,7.0,0,0,0.7000000000000001,0,8.0,0
0,0,0,0,0.0,0,5.0,89.0,4.97,55.0,34.0,13.0,178.0,0,6.0,6.0,0,,161.1,8.0,0,,,109.0,0,0,47.0,0,0,3.0,3.0,59.0,6.0,0,0,-0.05000000000000002,0,3.0,0
0,0,0,0,4.0,0,21.0,829.0,4.12,309.0,10.0,285.0,1857.0,0,61.0,205.0,0,49.0,1810.2,110.0,0,,,922.0,0,0,1173.0,0,0,1.0,1.0,540.0,98.0,0,0,1.55,0,58.0,0
0,0,0,0,5.0,0,0.0,336.0,3.54,884.0,275.0,1.0,817.0,0,22.0,73.0,0,78.0,855.2,44.0,0,,,371.0,0,0,807.0,0,0,56.0,56.0,315.0,61.0,0,0,0.9428571428571428,0,31.0,0
0,0,0,0,1.0,0,0.0,58.0,6.06,28.0,7.0,14.0,107.0,0,1.0,25.0,0,5.0,86.2,6.0,0,,,63.0,0,0,72.0,0,0,0.0,0.0,31.0,5.0,0,0,-0.6,0,4.0,0
0,0,0,0,18.0,0,31.0,1140.0,4.67,392.0,11.0,343.0,2292.0,0,111.0,291.0,0,54.0,2196.2,124.0,0,,,1213.0,0,0,1664.0,0,0,0.0,0.0,726.0,129.0,0,0,1.6866666666666665,0,59.0,0
0,0,0,0,0.0,0,0.0,125.0,3.38,282.0,55.0,1.0,305.0,0,4.0,29.0,0,11.0,333.0,10.0,0,,,140.0,0,0,246.0,0,0,3.0,3.0,86.0,16.0,0,0,0.4444444444444444,0,19.0,0
0,0,0,0,0.0,0,0.0,7.0,6.24,15.0,2.0,0.0,12.0,0,1.0,4.0,0,2.0,10.1,0.0,0,,,7.0,0,0,8.0,0,0,0.0,0.0,5.0,0.0,0,0,0.0,0,1.0,0
0,0,0,0,1.0,0,0.0,251.0,3.99,342.0,158.0,0.0,546.0,0,10.0,75.0,0,36.0,566.1,41.0,0,,,268.0,0,0,349.0,0,0,26.0,26.0,215.0,33.0,0,0,0.5714285714285714,0,10.0,0
0,0,0,0,1.0,0,0.0,49.0,5.18,16.0,0.0,16.0,96.0,0,2.0,11.0,0,5.0,85.2,7.0,0,,,56.0,0,0,40.0,0,0,0.0,0.0,32.0,6.0,0,0,-0.6,0,1.0,0
0,0,0,0,0.0,0,0.0,6.0,3.6,4.0,2.0,1.0,15.0,0,1.0,1.0,0,,15.0,1.0,0,,,8.0,0,0,2.0,0,0,0.0,0.0,11.0,0.0,0,0,0.05,0,1.0,0
0,0,0,0,0.0,0,0.0,17.0,6.89,10.0,3.0,3.0,34.0,0,2.0,7.0,0,0.0,22.2,0.0,0,,,18.0,0,0,17.0,0,0,0.0,0.0,9.0,0.0,0,0,-0.06666666666666667,0,0.0,0
0,0,0,0,0.0,0,2.0,20.0,2.86,16.0,9.0,4.0,59.0,0,1.0,0.0,0,,63.0,2.0,0,,,37.0,0,0,33.0,0,0,2.0,2.0,28.0,3.0,0,0,-0.5,0,0.0,0
0,0,0,0,0.0,0,0.0,56.0,3.43,98.0,49.0,0.0,129.0,0,1.0,17.0,0,17.0,147.1,4.0,0,,,60.0,0,0,99.0,0,0,11.0,11.0,62.0,11.0,0,0,0.175,0,7.0,0
0,0,0,0,0.0,0,0.0,1.0,4.09,2.0,0.0,0.0,3.0,0,0.0,0.0,0,0.0,2.2,1.0,0,,,1.0,0,0,1.0,0,0,0.0,0.0,1.0,0.0,0,0,0.1,0,0.0,0
0,0,0,0,0.0,0,0.0,21.0,8.51,12.0,3.0,2.0,34.0,0,3.0,3.0,0,5.0,22.2,2.0,0,,,23.0,0,0,12.0,0,0,0.0,0.0,9.0,0.0,0,0,-0.5,0,1.0,0
0,0,0,0,1.0,0,9.0,227.0,4.64,88.0,6.0,70.0,491.0,0,5.0,47.0,0,10.0,440.0,30.0,0,,,245.0,0,0,181.0,0,0,0.0,0.0,158.0,34.0,0,0,0.47500000000000003,0,15.0,0
0,0,0,0,4.0,0,27.0,444.0,4.23,279.0,75.0,104.0,1028.0,0,20.0,87.0,0,28.0,944.0,59.0,0,,,491.0,0,0,348.0,0,0,11.0,11.0,340.0,55.0,0,0,0.4,0,21.0,0
0,0,0,0,3.0,0,126.0,964.0,4.42,333.0,40.0,261.0,2230.0,0,36.0,129.0,0,,1963.1,101.0,0,,,1106.0,0,0,594.0,0,0,2.0,2.0,706.0,130.0,0,0,1.58,0,8.0,0
0,0,0,0,1.0,0,0.0,27.0,6.2,45.0,15.0,0.0,48.0,0,4.0,3.0,0,2.0,39.2,5.0,0,,,29.0,0,0,39.0,0,0,2.0,2.0,27.0,1.0,0,0,-0.13333333333333333,0,4.0,0
0,0,0,0,0.0,0,0.0,33.0,5.59,41.0,15.0,0.0,58.0,0,0.0,12.0,0,0.0,53.1,1.0,0,,,33.0,0,0,51.0,0,0,1.0,1.0,29.0,4.0,0,0,0.0,0,3.0,0
0,0,0,0,0.0,0,0.0,11.0,5.82,15.0,8.0,0.0,18.0,0,0.0,1.0,0,3.0,17.0,1.0,0,,,11.0,0,0,14.0,0,0,2.0,2.0,8.0,0.0,0,0,-0.15,0,0.0,0
0,0,0,0,0.0,0,0.0,49.0,6.77,38.0,15.0,7.0,69.0,0,1.0,13.0,0,3.0,65.1,3.0,0,,,50.0,0,0,55.0,0,0,0.0,0.0,41.0,2.0,0,0,-0.23333333333333336,0,5.0,0
0,0,0,0,0.0,0,0.0,34.0,3.06,83.0,21.0,0.0,74.0,0,6.0,6.0,0,8.0,100.0,4.0,0,,,36.0,0,0,48.0,0,0,0.0,0.0,56.0,6.0,0,0,0.7000000000000001,0,6.0,0
0,0,0,0,0.0,0,1.0,70.0,4.63,89.0,36.0,8.0,141.0,0,8.0,17.0,0,15.0,136.0,8.0,0,,,73.0,0,0,106.0,0,0,6.0,6.0,78.0,4.0,0,0,0.07500000000000001,0,5.0,0
0,0,0,0,0.0,0,0.0,3.0,5.4,1.0,0.0,1.0,4.0,0,0.0,2.0,0,0.0,5.0,0.0,0,,,3.0,0,0,3.0,0,0,0.0,0.0,3.0,1.0,0,0,0.1,0,0.0,0
0,0,0,0,9.0,0,14.0,723.0,4.19,297.0,11.0,261.0,1529.0,0,26.0,148.0,0,27.0,1554.2,83.0,0,,,800.0,0,0,980.0,0,0,0.0,0.0,569.0,96.0,0,0,1.1454545454545453,0,47.0,0
0,0,0,0,3.0,0,0.0,43.0,2.54,177.0,23.0,0.0,119.0,0,8.0,4.0,0,10.0,152.1,1.0,0,,,45.0,0,0,100.0,0,0,0.0,0.0,54.0,10.0,0,0,0.825,0,12.0,0
0,0,0,0,0.0,0,0.0,2.0,3.53,2.0,0.0,0.0,6.0,0,0.0,0.0,0,,5.1,0.0,0,,,2.0,0,0,2.0,0,0,0.0,0.0,3.0,0.0,0,0,0.1,0,0.0,0
0,0,0,0,0.0,0,0.0,124.0,5.16,53.0,14.0,34.0,258.0,0,9.0,38.0,0,5.0,216.1,14.0,0,,,133.0,0,0,152.0,0,0,0.0,0.0,77.0,9.0,0,0,0.2,0,6.0,0
0,0,0,0,0.0,0,0.0,124.0,3.37,346.0,212.0,0.0,283.0,0,7.0,31.0,0,13.0,331.1,23.0,0,,,139.0,0,0,396.0,0,0,118.0,118.0,160.0,24.0,0,0,0.41428571428571426,0,33.0,0
0,0,0,0,0.0,0,0.0,306.0,4.78,406.0,214.0,14.0,581.0,0,26.0,71.0,0,22.0,576.0,44.0,0,,,353.0,0,0,541.0,0,0,59.0,59.0,245.0,37.0,0,0,-0.2,0,27.0,0
0,0,0,0,2.0,0,0.0,206.0,3.35,534.0,161.0,0.0,581.0,0,35.0,54.0,0,24.0,554.1,47.0,0,,,233.0,0,0,367.0,0,0,19.0,19.0,139.0,38.0,0,0,1.0222222222222224,0,11.0,0
