PID,NAME,AGE,T,YR,TM,G,GS,W,L,WLP,CG,ShO,IP,H,R,ER,TBB,IBB,SO,ERA,GF,SV,HR,HB,BK,WP,SO/BB,H/9,SO/9,BB/9,HR/9,BR/9,RAA,WAA,WAAadj,WAR,RAR,waaWL%,162WL%
m39,"Mack, Tony",34,R,1995,CAL-min,22,17,6,5,0.545,1,0,113.2,106,55,50,23,0,88,3.96,0,0,13,2,1,2,3.83,8.4,7,1.8,1,10.42,,,,,,,
m39,"Mack, Tony",35,R,1996,ALX-min,25,25,7,9,0.438,7,0,173.2,208,94,78,50,3,87,4.04,0,0,18,6,0,3,1.74,10.8,4.5,2.6,0.9,13.72,,,,,,,
m39,"Mack, Tony",36,R,1997,ALX-min,21,21,9,4,0.692,7,0,144.1,177,93,80,54,2,74,4.99,0,0,14,6,0,8,1.37,11,4.6,3.4,0.9,14.8,,,,,,,
m39,"Mack, Tony",37,R,1998,ALX-min,21,21,13,5,0.722,9,0,156.2,178,102,90,42,2,96,5.17,0,0,24,5,1,7,2.29,10.2,5.5,2.4,1.4,12.96,,,,,,,
m39,"Mack, Tony",38,R,1999,ALX-min,9,4,0,2,0,0,0,31.1,37,33,30,20,0,13,8.62,2,0,5,1,0,7,0.65,10.6,3.7,5.7,1.4,16.78,,,,,,,
m43,"MacKenzie, Ken",23,L,1957,MLN-min,43,27,14,6,0.7,10,,204,174,82,74,64,5,147,3.26,,,19,5,0,2,2.3,7.7,6.5,2.8,0.8,10.72,,,,,,,
m43,"MacKenzie, Ken",24,L,1958,MLN-min,38,26,15,12,0.556,11,,191,195,89,77,52,3,103,3.63,,,25,0,0,0,1.98,9.2,4.9,2.5,1.2,11.64,,,,,,,
m43,"MacKenzie, Ken",25,L,1959,MLN-min,51,1,6,2,0.75,0,,80,81,37,34,28,6,52,3.82,,,8,1,0,1,1.86,9.1,5.8,3.2,0.9,12.38,,,,,,,
m43,"MacKenzie, Ken",26,L,1960,MLN-min,23,6,6,5,0.545,1,,75,66,25,20,11,1,34,2.4,,,2,3,0,0,3.09,7.9,4.1,1.3,0.2,9.6,,,,,,,
m43,"MacKenzie, Ken",26,L,1960,MLN,9,0,0,1,0,0,0,8.1,9,7,6,3,2,9,6.48,6,0,2,0,0,0,3,9.7,9.7,3.2,2.2,13.33,-3,-0.3,-0.1,-0.4,-2,0.462,0.498
m43,"MacKenzie, Ken",27,L,1961,MLN-min,30,2,6,4,0.6,0,,82,78,38,33,22,4,54,3.62,,,9,1,0,2,2.45,8.6,5.9,2.4,1,11.09,,,,,,,
m43,"MacKenzie, Ken",27,L,1961,MLN,5,0,0,1,0,0,0,7,8,5,4,2,0,5,5.14,1,0,1,1,0,0,2.5,10.3,6.4,2.6,1.3,14.14,-2,-0.2,0,-0.1,-1,0.456,0.499
m43,"MacKenzie, Ken",28,L,1962,NYM,42,1,5,4,0.556,0,1,80,87,47,44,34,3,51,4.95,16,1,10,3,0,0,1.5,9.8,5.7,3.8,1.1,13.95,-1,-0.1,-0.1,0.6,8,0.498,0.5
m43,"MacKenzie, Ken",29,L,1963,STL,42,0,3,1,0.75,0,3,67,72,41,36,15,3,48,4.84,21,3,12,2,0,0,3.2,9.7,6.4,2,1.6,11.96,-7,-0.7,-0.1,-0.2,-2,0.473,0.496
m43,"MacKenzie, Ken",30,L,1964,SFG-min,23,7,4,7,0.364,3,,69,69,27,25,9,1,60,3.26,,,8,0,0,0,6.67,9,7.8,1.2,1,10.17,,,,,,,
m43,"MacKenzie, Ken",30,L,1964,SFG,10,0,0,0,,0,1,9,9,7,5,3,0,3,5,3,1,1,0,0,0,1,9,3,3,1,12,-3,-0.3,0,-0.2,-2,0.47,0.498
m43,"MacKenzie, Ken",31,L,1965,HOU-min,7,5,0,2,0,1,,36,27,14,12,7,0,29,3,,,0,0,0,0,4.14,6.8,7.2,1.8,0,8.5,,,,,,,
m43,"MacKenzie, Ken",31,L,1965,HOU,21,0,0,3,0,0,0,37,46,22,16,6,0,26,3.89,10,0,7,0,0,1,4.33,11.2,6.3,1.5,1.7,12.65,-5,-0.5,0,-0.1,-1,0.476,0.497
m45,"Mackinson, John",22,R,1946,NYY-min,28,,14,10,0.583,,,190,180,102,82,139,,,3.88,,,,,,,,8.5,,6.6,,,,,,,,,
m45,"Mackinson, John",23,R,1947,NYY-min,31,,10,10,0.5,,,170,132,76,62,130,,,3.28,,,,,,,,7,,6.9,,,,,,,,,
m45,"Mackinson, John",24,R,1948,NYY-min,44,3,7,8,0.467,1,,107,107,76,59,74,,68,4.96,,,,1,1,2,0.92,9,5.7,6.2,,15.31,,,,,,,
m45,"Mackinson, John",25,R,1949,NYY-min,19,19,9,7,0.563,,,132,102,78,67,99,,,4.57,,,,,,,,7,,6.8,,,,,,,,,
m45,"Mackinson, John",26,R,1950,NYY-min,36,0,14,9,0.609,,,207,164,80,70,116,,,3.04,,,,,,,,7.1,,5,,,,,,,,,
m45,"Mackinson, John",27,R,1951,NYY-min,32,30,15,13,0.536,,,243,238,98,90,110,,,3.33,,,,,,,,8.8,,4.1,,,,,,,,,
m45,"Mackinson, John",28,R,1952,BOS-NYY-min,46,31,16,14,0.533,,,233,226,114,100,103,,,3.86,,,,,,,,8.7,,4,,,,,,,,,
m45,"Mackinson, John",29,R,1953,PHA-min,29,22,7,10,0.412,5,,151,179,99,84,70,,73,5.01,,,16,6,0,6,1.04,10.7,4.4,4.2,1,15.2,,,,,,,
m45,"Mackinson, John",29,R,1953,PHA,1,0,0,0,,0,0,1.1,1,0,0,2,,0,0,0,0,0,0,0,1,0,6.8,0,13.5,0,24.55,1,0.1,0,0.1,1,0.58,0.5
m45,"Mackinson, John",30,R,1954,PHA-min,25,14,6,11,0.353,8,,122,118,61,49,53,,46,3.61,,,8,1,0,7,0.87,8.7,3.4,3.9,0.6,12.69,,,,,,,
m45,"Mackinson, John",31,R,1955,STL-KCA-min,28,17,9,7,0.563,4,,124,125,54,47,45,,69,3.41,,,11,4,0,3,1.53,9.1,5,3.3,0.8,12.63,,,,,,,
m45,"Mackinson, John",31,R,1955,STL,8,1,0,1,0,0,0,20.2,24,18,18,10,2,8,7.84,2,0,3,1,0,1,0.8,10.5,3.5,4.4,1.3,15.59,-7,-0.7,0.1,-0.4,-5,0.417,0.496
m45,"Mackinson, John",32,R,1956,STL-min,34,28,14,7,0.667,8,,182,179,82,81,74,,80,4.01,,,15,5,0,12,1.08,8.9,4,3.7,0.7,12.76,,,,,,,
m45,"Mackinson, John",33,R,1957,STL-CIN-min,19,6,4,3,0.571,1,,48,43,22,19,19,,21,3.56,,,4,2,0,1,1.11,8.1,3.9,3.6,0.8,12,,,,,,,
m45,"Mackinson, John",34,R,1958,STL-PHI-min,12,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m48,"MacLane, Evan",20,L,2003,NYM-min,15,7,5,1,0.833,0,0,62.1,62,20,18,9,0,62,2.6,4,0,4,1,1,5,6.89,9,9,1.3,0.6,10.43,,,,,,,
m48,"MacLane, Evan",21,L,2004,NYM-min,26,22,10,4,0.714,0,0,136.2,118,48,37,16,1,134,2.44,2,0,14,5,0,4,8.38,7.8,8.8,1.1,0.9,9.19,,,,,,,
m48,"MacLane, Evan",22,L,2005,NYM-min,34,34,12,9,0.571,2,0,197,193,101,81,30,0,157,3.7,0,0,26,6,1,7,5.23,8.8,7.2,1.4,1.2,10.46,,,,,,,
m48,"MacLane, Evan",23,L,2006,NYM-ARI-min,34,33,15,11,0.577,1,0,191.2,210,92,79,43,0,115,3.71,0,0,18,6,0,3,2.67,9.9,5.4,2,0.8,12.19,,,,,,,
m48,"MacLane, Evan",24,L,2007,ARI-min,44,29,8,9,0.471,1,0,163.1,246,143,123,50,1,71,6.78,2,0,25,5,1,7,1.42,13.6,3.9,2.8,1.4,16.61,,,,,,,
m48,"MacLane, Evan",25,L,2008,ARI-min,42,37,9,12,0.429,0,0,215.1,246,124,112,40,0,135,4.68,2,0,25,5,0,7,3.38,10.3,5.6,1.7,1,12.18,,,,,,,
m48,"MacLane, Evan",26,L,2009,ARI-STL-min,38,37,13,13,0.5,0,0,228.1,249,107,94,35,1,136,3.71,0,0,24,13,0,6,3.89,9.8,5.4,1.4,0.9,11.72,,,,,,,
