PID,NAME,AGE,T,YR,TM,G,GS,W,L,WLP,CG,ShO,IP,H,R,ER,TBB,IBB,SO,ERA,GF,SV,HR,HB,BK,WP,SO/BB,H/9,SO/9,BB/9,HR/9,BR/9,RAA,WAA,WAAadj,WAR,RAR,waaWL%,162WL%
s43,"Sale, Chris",23,L,2012,CHW,30,29,17,8,0.68,1,0,192,167,66,65,51,5,192,3.05,0,0,19,6,0,6,3.76,7.8,9,2.4,0.9,10.5,35,4.1,-0.1,5.9,55,0.635,0.525
s43,"Sale, Chris",24,L,2013,CHW,30,30,11,14,0.44,4,0,214.1,184,81,73,46,2,226,3.07,0,0,23,14,1,8,4.91,7.7,9.5,1.9,1,10.26,42,5,-0.2,6.9,66,0.667,0.531
s43,"Sale, Chris",25,L,2014,CHW-min,1,1,0,0,,0,0,4,1,0,0,2,0,11,0,0,0,0,0,0,1,5.5,2.2,24.8,4.5,0,6.75,,,,,,,
s43,"Sale, Chris",25,L,2014,CHW,26,26,12,4,0.75,2,0,174,129,48,42,39,2,208,2.17,0,0,13,11,0,3,5.33,6.7,10.8,2,0.7,9.26,41,5.1,-0.1,6.6,60,0.694,0.531
s43,"Sale, Chris",26,L,2015,CHW,3,3,2,0,1,0,0,19,18,5,5,3,0,16,2.37,0,0,1,1,0,0,5.33,8.5,7.6,1.4,0.5,10.42,4,0.5,-0.1,0.6,6,0.67,0.503
s44,"Sale, Freddy",22,R,1924,WLS-min,25,,9,5,0.643,,,136,149,83,61,51,,,4.04,,,,,,,,9.9,,3.4,,,,,,,,,
s44,"Sale, Freddy",22,R,1924,PIT,1,0,0,0,,0,0,1,2,0,0,0,,0,0,1,0,0,0,0,0,,18,0,0,0,18,0,0.1,0,0.1,1,0.55,0.5
s47,"Salisbury, Solly",25,R,1902,None-min,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s47,"Salisbury, Solly",25,R,1902,PHI,2,1,0,0,,0,0,6,15,10,9,2,,0,13.5,1,0,1,1,0,0,0,22.5,0,3,1.5,27,-7,-0.5,0,-0.5,-6,0.228,0.497
s47,"Salisbury, Solly",31,R,1908,SFR-min,3,1,0,0,,,,8.2,7,3,2,2,,,2.08,,,,,,,,7.3,,2.1,,,,,,,,,
s49,"Salkeld, Roger",18,R,1989,SEA-min,8,6,2,2,0.5,0,0,42,27,17,6,10,0,55,1.29,1,0,0,4,3,3,5.5,5.8,11.8,2.1,0,8.79,,,,,,,
s49,"Salkeld, Roger",19,R,1990,SEA-min,25,25,11,5,0.688,2,0,153.1,140,77,58,83,0,167,3.4,0,0,3,3,2,9,2.01,8.2,9.8,4.9,0.2,13.29,,,,,,,
s49,"Salkeld, Roger",20,R,1991,SEA-min,27,27,10,9,0.526,5,0,173,149,72,63,68,1,180,3.28,0,0,11,14,2,13,2.65,7.8,9.4,3.5,0.6,12.02,,,,,,,
s49,"Salkeld, Roger",22,R,1993,SEA-min,14,14,4,3,0.571,0,0,77,71,39,28,29,1,56,3.27,0,0,8,5,1,2,1.93,8.3,6.5,3.4,0.9,12.27,,,,,,,
s49,"Salkeld, Roger",22,R,1993,SEA,3,2,0,0,,0,0,14.1,13,4,4,4,0,13,2.51,0,0,0,1,0,0,3.25,8.2,8.2,2.5,0,11.49,3,0.4,0,0.5,5,0.619,0.502
s49,"Salkeld, Roger",23,R,1994,SEA-min,13,13,3,7,0.3,0,0,67.1,74,54,46,39,2,54,6.15,0,0,11,4,0,5,1.38,9.9,7.2,5.2,1.5,15.69,,,,,,,
s49,"Salkeld, Roger",23,R,1994,SEA,13,13,2,5,0.286,0,0,59,76,47,47,45,1,46,7.17,0,0,7,1,0,2,1.02,11.6,7,6.9,1.1,18.61,-10,-0.9,0,-0.3,-3,0.433,0.495
s49,"Salkeld, Roger",24,R,1995,CIN-SEA-min,24,23,13,2,0.867,1,1,134.1,104,64,59,64,1,97,3.95,1,1,13,2,0,3,1.52,7,6.5,4.3,0.9,11.41,,,,,,,
s49,"Salkeld, Roger",25,R,1996,CIN,29,19,8,5,0.615,1,0,116,114,69,67,54,2,82,5.2,2,0,18,6,1,7,1.52,8.8,6.4,4.2,1.4,13.5,-4,-0.4,-0.1,0.5,6,0.488,0.498
s49,"Salkeld, Roger",26,R,1997,CIN-min,36,11,4,8,0.333,0,1,88,91,75,66,60,2,88,6.75,7,1,16,5,0,6,1.47,9.3,9,6.1,1.6,15.95,,,,,,,
s49,"Salkeld, Roger",27,R,1998,HOU-min,37,11,3,6,0.333,0,2,82.1,82,57,53,64,1,79,5.79,9,2,8,3,0,9,1.23,9,8.6,7,0.9,16.33,,,,,,,
s49,"Salkeld, Roger",28,R,1999,FLA-min,27,2,1,1,0.5,0,1,35,37,21,18,20,1,32,4.63,10,1,5,2,0,4,1.6,9.5,8.2,5.1,1.3,15.17,,,,,,,
s49,"Salkeld, Roger",29,R,2000,CLE-min,3,0,0,0,,0,0,4,2,0,0,3,0,4,0,1,0,0,0,0,0,1.33,4.5,9,6.8,0,11.25,,,,,,,
s50,"Sallee, Slim",20,L,1905,BIR-min,14,,8,6,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s50,"Sallee, Slim",21,L,1906,BIR-min,36,,17,12,0.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s50,"Sallee, Slim",22,L,1907,WPT-min,32,,22,5,0.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s50,"Sallee, Slim",23,L,1908,STL,25,12,3,8,0.273,7,0,128.2,144,65,45,36,,39,3.15,7,0,1,3,1,2,1.08,10.1,2.7,2.5,0.1,12.85,-11,-1.3,-0.1,-0.3,-2,0.448,0.492
s50,"Sallee, Slim",24,L,1909,STL,32,27,10,11,0.476,12,0,219,223,107,59,59,,55,2.42,5,0,3,5,0,1,0.93,9.2,2.3,2.4,0.1,11.79,-12,-1.4,-0.2,0.3,5,0.456,0.491
s50,"Sallee, Slim",25,L,1910,STL,18,13,7,8,0.467,9,2,115,112,44,38,24,,46,2.97,5,2,4,1,0,0,1.92,8.8,3.6,1.9,0.3,10.72,9,1,-0.1,1.9,18,0.558,0.506
s50,"Sallee, Slim",26,L,1911,STL,36,30,15,9,0.625,18,3,245,234,102,75,64,,74,2.76,3,3,6,5,0,0,1.16,8.6,2.7,2.4,0.2,11.13,12,1.3,-0.2,3.1,30,0.536,0.508
s50,"Sallee, Slim",27,L,1912,STL,48,32,16,17,0.485,20,6,294,289,122,85,72,,108,2.6,13,6,6,6,1,5,1.5,8.8,3.3,2.2,0.2,11.23,36,3.9,-0.3,6.1,60,0.581,0.524
s50,"Sallee, Slim",28,L,1913,STL,50,29,19,15,0.559,18,5,276,257,98,83,60,,106,2.71,15,5,11,5,0,2,1.77,8.4,3.5,2,0.4,10.5,33,3.8,-0.2,5.9,55,0.577,0.524
s50,"Sallee, Slim",29,L,1914,STL,46,29,18,17,0.514,18,6,282.1,252,92,66,72,,105,2.1,16,6,5,9,0,0,1.46,8,3.3,2.3,0.2,10.62,25,3,-0.1,5.2,43,0.566,0.519
s50,"Sallee, Slim",30,L,1915,STL,46,33,13,17,0.433,17,3,275.1,245,121,87,57,,91,2.84,13,3,6,3,0,0,1.6,8,3,1.9,0.2,9.98,-7,-0.8,-0.2,1.3,9,0.482,0.495
