PID,NAME,AGE,T,YR,TM,G,GS,W,L,WLP,CG,ShO,IP,H,R,ER,TBB,IBB,SO,ERA,GF,SV,HR,HB,BK,WP,SO/BB,H/9,SO/9,BB/9,HR/9,BR/9,RAA,WAA,WAAadj,WAR,RAR,waaWL%,162WL%
o50,"O'Flaherty, Eric",30,L,2015,OAK,7,0,0,2,0,0,0,6.1,10,9,8,4,1,7,11.37,1,0,1,0,0,0,1.75,14.2,9.9,5.7,1.4,20.66,-6,-0.6,-0.4,-0.9,-5,0.415,0.496
o60,"O'Malley, Ryan",22,L,2002,CHC-min,23,0,3,1,0.75,0,1,39.1,32,16,11,15,1,26,2.52,5,1,3,0,1,2,1.73,7.3,5.9,3.4,0.7,10.82,,,,,,,
o60,"O'Malley, Ryan",23,L,2003,CHC-min,40,3,6,4,0.6,0,0,81.1,85,34,26,17,1,55,2.88,10,0,3,3,0,5,3.24,9.4,6.1,1.9,0.3,11.65,,,,,,,
o60,"O'Malley, Ryan",24,L,2004,CHC-min,40,11,6,6,0.5,0,0,102,99,49,47,32,2,73,4.15,10,0,12,5,0,4,2.28,8.7,6.4,2.8,1.1,12,,,,,,,
o60,"O'Malley, Ryan",25,L,2005,CHC-min,38,13,6,5,0.545,0,0,105.1,118,60,53,36,3,81,4.53,5,0,13,3,0,3,2.25,10.1,6.9,3.1,1.1,13.44,,,,,,,
o60,"O'Malley, Ryan",26,L,2006,CHC-min,26,19,7,7,0.5,0,0,123.2,135,62,56,30,1,71,4.08,1,0,9,5,0,1,2.37,9.8,5.2,2.2,0.7,12.42,,,,,,,
o60,"O'Malley, Ryan",26,L,2006,CHC,2,2,1,1,0.5,0,0,12.2,10,3,3,7,0,4,2.13,0,0,0,1,0,0,0.57,7.1,2.8,5,0,13.28,4,0.5,0,0.6,5,0.732,0.503
o60,"O'Malley, Ryan",27,L,2007,CHC-min,29,24,5,9,0.357,0,0,122.2,171,103,94,39,0,73,6.9,2,0,25,5,0,3,1.87,12.5,5.4,2.9,1.8,15.83,,,,,,,
o60,"O'Malley, Ryan",28,L,2008,CHW-min,31,11,4,8,0.333,0,0,95.1,140,70,61,26,0,55,5.76,5,0,6,5,0,1,2.12,13.2,5.2,2.5,0.6,16.18,,,,,,,
o65,"O'Neal, Randy",20,R,1981,DET-min,13,11,4,5,0.444,6,0,69,59,27,22,18,0,31,2.87,1,0,3,1,1,0,1.72,7.7,4,2.3,0.4,10.17,,,,,,,
o65,"O'Neal, Randy",21,R,1982,DET-min,27,27,11,7,0.611,8,0,185,169,83,70,71,2,105,3.41,0,0,21,1,2,5,1.48,8.2,5.1,3.5,1,11.72,,,,,,,
o65,"O'Neal, Randy",22,R,1983,DET-min,23,23,8,10,0.444,3,0,140.1,159,80,66,45,1,70,4.23,0,0,13,1,0,6,1.56,10.2,4.5,2.9,0.8,13.17,,,,,,,
o65,"O'Neal, Randy",23,R,1984,DET-min,25,25,9,10,0.474,8,0,166.1,152,82,66,59,2,110,3.57,0,0,12,0,6,4,1.86,8.2,6,3.2,0.6,11.43,,,,,,,
o65,"O'Neal, Randy",23,R,1984,DET,4,3,2,1,0.667,0,0,18.2,16,7,7,6,0,12,3.38,0,0,0,0,0,1,2,7.7,5.8,2.9,0,10.88,1,0.1,0,0.3,3,0.525,0.501
o65,"O'Neal, Randy",24,R,1985,DET-min,10,10,5,4,0.556,3,0,67.2,57,29,27,19,0,44,3.59,0,0,9,0,1,0,2.32,7.6,5.9,2.5,1.2,10.18,,,,,,,
o65,"O'Neal, Randy",24,R,1985,DET,28,12,5,5,0.5,1,1,94.1,82,42,34,36,3,52,3.24,8,1,8,2,0,5,1.44,7.8,5,3.4,0.8,11.48,6,0.6,-0.1,1.4,15,0.522,0.504
o65,"O'Neal, Randy",25,R,1986,DET-min,4,4,1,2,0.333,1,0,28.1,28,16,15,9,1,15,4.76,0,0,4,0,0,1,1.67,8.9,4.8,2.9,1.3,11.85,,,,,,,
o65,"O'Neal, Randy",25,R,1986,DET,37,11,3,7,0.3,1,2,122.2,121,69,59,44,9,68,4.33,9,2,13,3,0,8,1.55,8.9,5,3.2,1,12.37,-14,-1.4,-0.1,-0.3,-2,0.463,0.492
o65,"O'Neal, Randy",26,R,1987,STL-ATL-min,8,8,3,2,0.6,1,0,52.1,58,30,26,11,0,24,4.47,0,0,3,1,0,4,2.18,10,4.1,1.9,0.5,12.09,,,,,,,
o65,"O'Neal, Randy",26,R,1987,STL,17,11,4,2,0.667,0,0,66,81,42,39,26,3,37,5.32,2,0,12,2,0,10,1.42,11,5,3.5,1.6,14.86,-5,-0.5,0,0,1,0.484,0.498
o65,"O'Neal, Randy",27,R,1988,STL-min,10,10,3,5,0.375,1,0,60.2,59,30,25,21,1,33,3.71,0,0,2,0,1,3,1.57,8.8,4.9,3.1,0.3,11.96,,,,,,,
o65,"O'Neal, Randy",27,R,1988,STL,10,8,2,3,0.4,0,0,53,57,29,27,10,1,20,4.58,0,0,7,2,0,4,2,9.7,3.4,1.7,1.2,11.72,-6,-0.6,0,-0.2,-1,0.44,0.496
o65,"O'Neal, Randy",28,R,1989,PHI-min,18,11,4,4,0.5,5,1,96,82,33,27,23,2,71,2.53,2,1,7,0,1,4,3.09,7.7,6.7,2.2,0.7,9.84,,,,,,,
o65,"O'Neal, Randy",28,R,1989,PHI,20,1,0,1,0,0,0,39,46,28,27,9,2,29,6.23,1,0,5,0,1,5,3.22,10.6,6.7,2.1,1.2,12.69,-10,-1.1,0,-0.7,-7,0.447,0.493
o65,"O'Neal, Randy",29,R,1990,SFG-min,8,7,5,0,1,2,0,42.1,38,15,14,8,0,27,2.98,1,0,2,1,0,2,3.38,8.1,5.7,1.7,0.4,10.05,,,,,,,
o65,"O'Neal, Randy",29,R,1990,SFG,26,0,1,0,1,0,0,47,58,23,20,18,4,30,3.83,4,0,3,0,1,4,1.67,11.1,5.7,3.4,0.6,14.55,-3,-0.4,0,0,1,0.486,0.498
o65,"O'Neal, Randy",30,R,1991,KCR-min,12,12,1,4,0.2,0,0,54,48,31,26,22,0,29,4.33,0,0,8,11,0,2,1.32,8,4.8,3.7,1.3,13.5,,,,,,,
o65,"O'Neal, Randy",33,R,1994,CPC-min,17,16,6,4,0.6,0,0,81.1,80,38,28,17,,63,3.1,,0,8,,,,3.71,8.9,7,1.9,0.9,,,,,,,,
o65,"O'Neal, Randy",34,R,1995,CPC-min,11,11,1,4,0.2,0,0,48.1,57,34,30,13,0,33,5.59,0,0,5,1,0,6,2.54,10.6,6.1,2.4,0.9,13.28,,,,,,,
o66,"O'Neal, Skinny",22,R,1921,None-min,43,,20,11,0.645,,,296,265,138,,69,,,,,,,,,,,8.1,,2.1,,,,,,,,,
o66,"O'Neal, Skinny",23,R,1922,BAR-min,36,,15,18,0.455,,,269,316,145,120,80,,,4.01,,,,,,,,10.6,,2.7,,,,,,,,,
o66,"O'Neal, Skinny",24,R,1923,None-min,21,,3,5,0.375,,,65,87,53,,20,,,,,,,,,,,12,,2.8,,,,,,,,,
o66,"O'Neal, Skinny",25,R,1924,None-min,27,,9,11,0.45,,,203,182,74,9,57,,,0.4,,,,,,,,8.1,,2.5,,,,,,,,,
o66,"O'Neal, Skinny",26,R,1925,BMT-min,17,,2,10,0.167,,,116,152,93,77,57,,,5.97,,,,,,,,11.8,,4.4,,,,,,,,,
o66,"O'Neal, Skinny",26,R,1925,PHI,11,1,0,0,,0,0,20.1,35,23,21,12,,6,9.3,3,0,2,0,0,0,0.5,15.5,2.7,5.3,0.9,21.04,-8,-0.7,0,-0.5,-6,0.437,0.496
o66,"O'Neal, Skinny",27,R,1926,SPF-min,38,,17,15,0.531,,,265,257,123,94,94,,,3.19,,,,,,,,8.7,,3.2,,,,,,,,,
o66,"O'Neal, Skinny",28,R,1927,PHI,2,0,0,0,,0,0,5,9,5,5,2,,2,9,2,0,0,0,0,0,1,16.2,3.6,3.6,0,19.8,-3,-0.2,0,-0.2,-2,0.383,0.499
o66,"O'Neal, Skinny",29,R,1928,BPT-min,34,,13,10,0.565,,,227,230,104,76,76,,,3.01,,,,,,,,9.1,,3,,,,,,,,,
o66,"O'Neal, Skinny",30,R,1929,SLB-min,35,,7,18,0.28,,,188,245,123,105,47,,,5.03,,,,,,,,11.7,,2.2,,,,,,,,,
o66,"O'Neal, Skinny",31,R,1930,SPF-min,18,,6,9,0.4,,,101,122,57,52,27,,,4.63,,,,,,,,10.9,,2.4,,,,,,,,,
o67,"O'Neil, Ed",20,R,1890,DAL-min,15,14,6,5,0.545,9,,105,99,84,28,64,,60,2.4,,,,9,,8,0.94,8.5,5.1,5.5,,14.74,,,,,,,
o67,"O'Neil, Ed",20,R,1890,PHA,8,8,0,8,0,8,0,68,111,95,70,45,,19,9.26,0,0,0,7,0,13,0.42,14.7,2.5,6,0,21.57,-31,-1.7,-0.1,-1.5,-29,0.178,0.489
o67,"O'Neil, Ed",21,R,1891,SPO-min,4,4,0,3,0,2,,26,31,34,10,19,,8,3.46,,,,2,,1,0.42,10.7,2.8,6.6,,18,,,,,,,
o67,"O'Neil, Ed",22,R,1892,OLD-min,18,16,4,12,0.25,15,,149.2,157,127,29,70,,42,1.74,,,,6,,3,0.6,9.4,2.5,4.2,,14.05,,,,,,,
o67,"O'Neil, Ed",23,R,1893,HRB-min,3,1,0,1,0,0,,15,25,27,9,10,,9,5.4,,,,0,,0,0.9,15,5.4,6,,21,,,,,,,
o69,"O'Neil, Hugh",--,U,1875,BRA,5,4,0,4,0,3,0,34,59,45,19,0,,0,5.03,1,0,3,,0,2,,15.6,0,0,0.8,,-19,-1.2,-0.1,-1,-15,0.254,0.492
o74,"O'Neill, Emmett",22,R,1940,BOS-min,9,,2,2,0.5,,,45,37,25,19,34,,,3.8,,,,,,,,7.4,,6.8,,,,,,,,,
o74,"O'Neill, Emmett",23,R,1941,BOS-min,12,,5,3,0.625,,,90,71,48,28,60,,,2.8,,,,,,,,7.1,,6,,,,,,,,,
o74,"O'Neill, Emmett",24,R,1942,BOS-min,22,14,7,7,0.5,5,,88,81,42,34,69,,64,3.48,3,,,0,0,3,0.93,8.3,6.5,7.1,,15.34,,,,,,,
o74,"O'Neill, Emmett",25,R,1943,BOS-min,18,16,6,7,0.462,9,,127,108,53,35,74,,80,2.48,1,,,4,0,7,1.08,7.7,5.7,5.2,,13.18,,,,,,,
o74,"O'Neill, Emmett",25,R,1943,BOS,11,5,1,4,0.2,1,0,57.2,56,31,29,46,,20,4.53,4,0,3,1,1,2,0.43,8.7,3.1,7.2,0.5,16.21,-6,-0.7,0,-0.3,-2,0.436,0.496
o74,"O'Neill, Emmett",26,R,1944,BOS,28,22,6,11,0.353,8,0,151.2,154,88,78,89,,68,4.63,3,0,6,2,1,8,0.76,9.1,4,5.3,0.4,14.58,-19,-2,-0.1,-0.9,-8,0.428,0.488
