PID,NAME,AGE,T,YR,TM,G,GS,W,L,WLP,CG,ShO,IP,H,R,ER,TBB,IBB,SO,ERA,GF,SV,HR,HB,BK,WP,SO/BB,H/9,SO/9,BB/9,HR/9,BR/9,RAA,WAA,WAAadj,WAR,RAR,waaWL%,162WL%
d52,"Dammann, Bill",27,L,1900,INA-min,26,19,10,12,0.455,16,,171,216,121,,47,,46,,,,,,,,0.98,11.4,2.4,2.5,,,,,,,,,
d52,"Dammann, Bill",29,L,1902,None-min,26,21,17,5,0.773,,,176,194,,,47,,,,,,,,,,,9.9,,2.4,,,,,,,,,
d52,"Dammann, Bill",30,L,1903,SPO-min,44,,26,16,0.619,,,,400,198,,103,,,,,,8,,,,,,,,,,,,,,,,
d52,"Dammann, Bill",31,L,1904,SPO-min,44,,23,19,0.548,,,,443,221,,76,,,,,,16,,,,,,,,,,,,,,,,
d52,"Dammann, Bill",32,L,1905,VAN-min,31,,15,14,0.517,,,,269,139,,58,,,,,,2,,,,,,,,,,,,,,,,
d52,"Dammann, Bill",33,L,1906,JAC-min,18,,6,13,0.316,,,,157,80,,40,,,,,,,,,,,,,,,,,,,,,,
d52,"Dammann, Bill",34,L,1907,EVN-min,25,,11,11,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d52,"Dammann, Bill",35,L,1908,None-min,33,,8,15,0.348,,,137,132,57,,26,,,,,,,,,,,8.7,,1.7,,,,,,,,,
d55,"Daneker, Pat",21,R,1997,CHW-min,12,12,3,6,0.333,0,0,63.2,83,55,46,20,1,53,6.5,0,0,5,5,5,4,2.65,11.7,7.5,2.8,0.7,15.38,,,,,,,
d55,"Daneker, Pat",22,R,1998,CHW-min,24,24,11,6,0.647,4,0,170,166,63,53,21,1,138,2.81,0,0,17,3,10,3,6.57,8.8,7.3,1.1,0.9,10.06,,,,,,,
d55,"Daneker, Pat",23,R,1999,CHW-min,25,25,10,12,0.455,4,0,158.1,170,82,75,46,1,107,4.26,0,0,16,5,2,8,2.33,9.7,6.1,2.6,0.9,12.58,,,,,,,
d55,"Daneker, Pat",23,R,1999,CHW,3,2,0,0,,0,0,15,14,8,7,6,0,5,4.2,1,0,1,0,0,0,0.83,8.4,3,3.6,0.6,12,1,0.1,0,0.2,3,0.533,0.501
d55,"Daneker, Pat",24,R,2000,TOR-CHW-min,29,27,9,13,0.409,0,0,157.2,186,108,97,51,1,73,5.54,0,0,28,5,4,5,1.43,10.6,4.2,2.9,1.6,13.85,,,,,,,
d55,"Daneker, Pat",25,R,2001,TOR-CHC-min,29,10,5,6,0.455,1,0,74.1,121,82,75,29,2,25,9.08,10,0,11,5,1,6,0.86,14.7,3,3.5,1.3,18.83,,,,,,,
d55,"Daneker, Pat",26,R,2002,None-min,22,20,4,13,0.235,1,1,110.2,128,82,79,61,0,58,6.42,2,1,11,9,1,8,0.95,10.4,4.7,5,0.9,16.17,,,,,,,
d55,"Daneker, Pat",27,R,2003,PEN-min,20,20,3,10,0.231,3,0,110.1,144,84,75,32,2,43,6.12,0,0,17,8,0,5,1.34,11.7,3.5,2.6,1.4,15.04,,,,,,,
d55,"Daneker, Pat",28,R,2004,None-min,27,20,5,9,0.357,1,0,120.1,157,92,77,39,0,53,5.76,3,0,15,8,0,9,1.36,11.7,4,2.9,1.1,15.29,,,,,,,
d55,"Daneker, Pat",29,R,2005,NWK-min,28,28,10,9,0.526,1,0,164.2,190,91,81,41,5,74,4.43,0,0,22,5,1,5,1.8,10.4,4,2.2,1.2,12.94,,,,,,,
d55,"Daneker, Pat",30,R,2006,NWK-min,21,21,5,10,0.333,0,0,116,138,77,71,32,2,59,5.51,0,0,15,7,0,7,1.84,10.7,4.6,2.5,1.2,13.73,,,,,,,
d56,"Daney, Art",23,R,1928,None-min,26,,3,9,0.25,,,135,159,103,81,44,,,5.4,,,,,,,,10.6,,2.9,,,,,,,,,
d56,"Daney, Art",23,R,1928,PHA,1,0,0,0,,0,0,1,1,0,0,0,,0,0,1,0,0,0,0,0,,9,0,0,0,9,1,0.1,0,0.1,1,0.567,0.5
d56,"Daney, Art",24,R,1929,None-min,36,,15,14,0.517,,,243,218,80,91,57,,,3.37,,,,,,,,8.1,,2.1,,,,,,,,,
d56,"Daney, Art",25,R,1930,None-min,31,,6,9,0.4,,,136,181,114,103,70,,,6.82,,,,,,,,12,,4.6,,,,,,,,,
d56,"Daney, Art",26,R,1931,None-min,39,,9,17,0.346,,,216,240,148,105,84,,,4.38,,,,,,,,10,,3.5,,,,,,,,,
d56,"Daney, Art",27,R,1932,CLE-min,15,,2,4,0.333,,,69,82,57,,30,,,,,,,,,,,10.7,,3.9,,,,,,,,,
d56,"Daney, Art",34,R,1939,LDI-min,10,,3,6,0.333,,,77,81,46,36,28,,,4.21,,,,,,,,9.5,,3.3,,,,,,,,,
d57,"Danforth, Dave",21,L,1911,PHA,14,2,4,1,0.8,1,1,33.2,29,18,14,17,,21,3.74,10,1,1,3,0,0,1.24,7.8,5.6,4.5,0.3,13.28,-2,-0.2,0,0.1,2,0.484,0.499
d57,"Danforth, Dave",22,L,1912,BLT-min,37,,12,10,0.545,,,221.1,197,100,,59,,,,,,,,,,,8,,2.4,,,,,,,,,
d57,"Danforth, Dave",22,L,1912,PHA,3,0,0,0,,0,0,20.1,26,14,9,12,,8,3.98,3,0,0,0,0,0,0.67,11.5,3.5,5.3,0,17.01,-5,-0.5,0,-0.3,-3,0.341,0.497
d57,"Danforth, Dave",23,L,1913,BLT-min,53,,16,14,0.533,,,304,288,146,,96,,,,,,,,,,,8.5,,2.8,,,,,,,,,
d57,"Danforth, Dave",24,L,1914,None-min,45,,18,20,0.474,,,272.2,227,121,38,123,,,1.25,,,,,,,,7.5,,4.1,,,,,,,,,
d57,"Danforth, Dave",25,L,1915,LOU-min,33,,12,8,0.6,,,189,150,83,63,91,,,3,,,,,,,,7.1,,4.3,,,,,,,,,
d57,"Danforth, Dave",26,L,1916,CHW,28,8,6,5,0.545,1,2,93.2,87,43,34,37,,49,3.27,12,2,1,3,3,1,1.32,8.4,4.7,3.6,0.1,12.26,-7,-0.8,-0.1,0.1,1,0.471,0.495
d57,"Danforth, Dave",27,L,1917,CHW,50,9,11,6,0.647,1,9,173,155,56,51,74,,79,2.65,26,9,1,3,1,2,1.07,8.1,4.1,3.8,0.1,12.07,12,1.5,-0.1,3.2,27,0.531,0.51
d57,"Danforth, Dave",28,L,1918,CHW,39,11,6,15,0.286,5,2,139,148,73,53,40,,48,3.43,20,2,1,5,0,1,1.2,9.6,3.1,2.6,0.1,12.5,-17,-2,-0.1,-0.7,-5,0.449,0.488
